"Live Birth Events by Mother's Race and Ethnicity, 2008",,,,,,,,,,,,,,,,,,
Census Tract,Number of Live Births,,,,,,"Number of Live Births Weighing < 2,500 grams",,,,,,Number of Live Births to Mothers < 18,,,,,
,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
34100,70,4,8,0,5,3,1,0,1,0,0,0,1,0,0,0,0,0
34200,20,6,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
34300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34400,41,1,14,2,8,1,3,0,0,0,1,1,2,0,0,0,0,0
34500,45,17,10,6,11,10,3,4,0,0,2,4,0,1,0,0,0,0
34600,8,13,4,0,6,0,0,1,1,0,1,0,0,1,0,0,0,0
34701,30,13,12,3,10,2,2,1,2,0,1,0,0,0,0,0,1,0
34702,22,7,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
34801,38,2,1,0,6,2,2,0,0,0,1,1,0,0,0,0,0,0
34802,44,29,8,1,15,3,7,5,0,0,3,0,0,0,0,0,0,0
34803,28,5,1,0,3,0,4,2,0,0,0,0,1,1,0,0,0,0
34900,55,40,4,4,13,11,5,6,0,0,3,5,0,5,0,0,0,0
35100,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35200,43,2,5,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0
35301,71,1,2,1,4,0,6,0,0,0,0,0,3,0,0,0,0,0
35302,41,3,5,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0
35400,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35500,46,3,15,1,8,2,5,2,0,0,0,0,0,0,0,0,0,0
35600,69,4,12,2,8,2,8,0,1,0,2,0,0,0,0,0,0,0
35700,77,7,18,4,17,4,5,1,1,0,1,0,0,0,0,0,0,0
35800,39,2,7,2,2,2,3,0,1,2,0,0,1,0,0,0,0,0
35900,36,6,8,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0
36000,10,7,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
36100,34,13,1,0,6,0,1,1,0,0,1,0,0,0,0,0,1,0
36201,51,4,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0
36202,54,5,2,0,4,6,5,0,0,0,0,1,2,0,0,0,0,0
36203,52,3,1,1,5,1,1,0,0,0,0,0,2,0,0,0,1,0
36301,52,1,4,1,6,2,7,0,1,0,0,0,0,0,0,0,0,0
36302,37,11,5,1,7,0,3,2,0,0,1,0,0,0,0,0,0,0
36303,83,2,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0
36400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36500,63,10,2,3,7,2,3,2,0,2,0,0,1,0,0,0,0,0
36600,12,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,5921,10763,1345,513,3992,1160,430,1478,109,52,376,159,96,774,21,17,308,79
