"Live Birth Events by Mother's Race and Ethnicity, 2007",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Census Tract,Number of Live Births,,,,,,"Number of Live Births Weighing < 2,500 grams",,,,,,Number of Live Births to Mothers < 18,,,,,
,,,,,,,,,,,,,,,,,,
,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
34500,43,9,18,9,9,4,3,0,0,0,0,1,0,0,0,0,0,0
34600,13,7,3,1,7,0,2,1,0,0,0,0,0,1,0,0,0,0
34701,33,6,13,3,6,5,1,1,1,0,3,1,2,0,0,0,0,0
34702,34,2,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
34801,33,2,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0
34802,34,17,1,7,3,3,1,0,1,0,0,0,0,1,0,0,0,0
34803,53,0,3,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0
34900,37,29,4,1,17,1,2,8,0,0,2,1,2,2,0,0,0,0
35100,12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35200,30,3,2,0,3,1,3,1,0,0,0,0,0,0,0,0,1,0
35301,55,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
35302,43,2,2,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0
35500,52,4,9,1,7,3,6,1,1,0,3,1,1,1,0,0,0,0
35600,49,2,14,2,8,3,4,1,2,0,3,0,2,0,0,0,0,0
35700,66,8,19,2,7,7,7,1,5,0,1,1,2,0,0,0,0,0
35800,37,5,11,5,5,2,1,2,4,1,0,0,0,0,0,0,0,0
35900,24,3,8,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
36000,12,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36100,31,13,2,0,3,2,3,2,0,0,0,0,0,1,0,0,0,0
36201,51,5,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0
36202,51,4,1,1,1,3,8,0,1,0,0,1,1,0,0,0,0,0
36203,58,3,2,0,9,1,1,0,0,0,0,0,2,0,0,0,1,0
36301,21,2,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
36302,29,8,4,1,4,4,2,1,0,0,0,0,0,1,0,0,0,1
36303,80,0,2,1,1,4,6,0,0,0,0,0,0,0,0,0,0,1
36400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36500,78,8,7,1,7,0,8,0,2,0,0,0,0,0,0,0,0,0
36600,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
204300,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,5771,10788,1371,547,3919,1162,430,1612,117,68,375,169,103,841,13,17,316,83
,,,,,,,,,,,,,,,,,,
