"Live Birth Events by Mother's Race and Ethnicity, 2004",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Census Tract,Number of Live Births,,,,,,"Number of Live Births Weighing < 2,500 grams",,,,,,Number of Live Births to Mothers < 18,,,,,
,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
10300,0,38,0,0,1,5,0,3,0,0,1,1,0,5,0,0,0,1
10400,0,67,0,0,2,8,0,14,0,0,0,1,0,4,0,0,0,0
10500,1,25,1,1,0,2,0,7,0,0,0,0,0,3,0,0,0,0
10600,0,17,1,1,0,1,0,2,0,0,0,0,0,2,0,1,0,0
10700,2,70,0,0,1,7,2,8,0,0,0,0,0,5,0,0,1,0
10800,2,52,0,1,0,8,0,8,0,0,0,2,0,4,0,0,0,0
10900,0,36,0,1,1,3,0,6,0,0,0,0,0,4,0,0,0,0
11000,2,64,0,1,1,5,0,9,0,1,0,1,0,8,0,0,0,1
11100,0,64,0,2,1,8,0,8,0,2,0,2,0,4,0,2,0,0
11200,1,84,0,1,1,6,0,12,0,0,0,1,0,4,0,0,0,1
11300,0,39,0,2,0,1,0,4,0,1,0,0,0,3,0,0,0,1
11400,0,74,0,2,2,5,0,7,0,0,0,1,0,5,0,0,0,1
11500,2,57,2,1,2,2,0,3,0,0,0,0,1,4,0,0,1,0
11600,12,26,0,2,1,0,2,4,0,0,0,0,0,1,0,0,0,0
11700,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11800,0,60,1,0,3,1,0,12,0,0,1,0,0,9,0,0,0,0
11900,3,56,0,0,1,2,0,9,0,0,0,1,0,4,0,0,0,0
12000,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,1,17,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
12200,7,29,18,3,5,4,0,3,1,0,0,0,0,0,0,0,0,0
12300,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12500,18,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12600,4,9,8,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0
12700,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12800,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12900,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
13100,3,29,0,0,1,0,0,3,0,0,0,0,0,5,0,0,0,0
13200,1,41,0,0,1,1,0,11,0,0,0,0,0,3,0,0,0,0
13300,2,18,2,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0
13400,20,7,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
13500,13,16,1,1,5,2,0,2,0,0,0,0,0,2,0,0,1,0
13600,72,3,10,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
13700,2,60,1,2,3,11,0,7,0,0,0,3,0,8,0,0,1,0
13800,1,39,1,0,2,0,0,8,0,0,0,0,0,3,0,0,0,0
13900,0,61,0,1,2,1,0,10,0,0,0,1,0,7,0,0,0,0
14000,0,30,0,1,2,2,0,5,0,0,0,0,0,4,0,0,0,0
14100,1,11,2,1,2,2,0,4,0,0,0,1,0,2,0,1,0,0
14200,15,6,3,0,8,1,0,3,0,0,2,0,0,0,0,0,2,0
14300,15,2,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
14400,14,18,0,2,26,4,2,2,0,0,1,1,0,2,0,0,1,0
14500,0,9,0,0,6,2,0,1,0,0,2,1,0,0,0,0,2,0
14600,0,26,0,0,3,0,0,4,0,0,0,0,0,3,0,0,1,0
14700,1,33,1,0,0,2,0,8,0,0,0,0,0,6,0,0,0,0
14800,0,10,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0
14900,4,64,1,1,1,2,1,11,0,0,1,0,0,7,0,0,1,0
15000,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15100,0,123,0,0,2,7,0,20,0,0,0,0,0,9,0,0,0,0
15200,0,142,0,1,1,5,0,18,0,0,1,0,0,23,0,0,0,1
15300,1,39,0,2,2,1,0,8,0,0,0,0,0,4,0,0,0,0
15400,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
15500,1,42,0,0,17,3,0,7,0,0,5,1,0,7,0,0,1,1
15600,1,6,0,0,21,0,0,1,0,0,3,0,0,1,0,0,5,0
15700,6,9,2,7,29,5,0,2,0,0,1,0,0,0,0,0,4,0
15800,55,3,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0
15900,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
16000,76,4,0,0,9,5,9,0,0,0,0,0,5,2,0,0,1,0
16100,28,15,13,1,38,6,3,1,4,0,5,0,5,1,0,0,1,0
16200,1,10,1,0,37,0,0,0,0,0,3,0,0,2,0,0,4,0
16300,6,15,2,0,60,2,1,2,0,0,5,0,1,2,1,0,9,0
16400,2,34,0,0,43,3,0,4,0,0,4,0,0,4,0,0,6,0
16500,0,65,0,0,6,4,0,8,0,0,1,3,0,6,0,0,0,0
16600,2,23,1,0,2,0,0,6,0,0,1,0,0,1,0,0,1,0
16700,1,92,1,3,1,7,0,20,0,2,0,1,0,5,0,2,0,1
16800,1,64,2,0,1,4,0,11,1,0,0,0,0,10,0,0,0,0
16900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16901,0,47,0,0,1,2,0,5,0,0,0,0,0,5,0,0,0,0
16902,0,83,0,0,2,5,0,12,0,0,1,0,0,12,0,0,0,2
17000,1,34,0,1,3,0,0,6,0,0,0,0,0,1,0,1,0,0
17100,1,58,1,0,1,3,0,9,1,0,0,1,0,8,0,0,0,0
17200,1,114,2,0,3,5,0,19,0,0,0,1,0,11,1,0,0,1
17300,0,51,0,0,7,0,0,5,0,0,1,0,0,5,0,0,0,0
17400,0,38,0,0,5,0,0,7,0,0,0,0,0,5,0,0,1,0
17500,0,37,0,0,122,3,0,5,0,0,21,0,0,7,0,0,17,0
17600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17601,3,9,1,0,121,1,0,0,0,0,17,1,0,2,0,0,12,0
17602,2,12,1,1,83,3,0,3,0,0,13,0,0,1,0,0,6,0
17700,19,51,8,1,154,6,1,11,1,0,20,0,0,6,0,1,16,1
17800,32,53,4,1,83,6,1,7,0,0,11,1,2,7,0,0,17,0
17900,35,31,0,0,38,8,3,4,0,0,6,0,5,5,0,0,5,0
18000,74,0,1,1,7,5,8,0,0,0,0,1,4,0,0,0,1,0
18100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18200,8,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
18300,36,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
18400,23,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0
18500,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18600,60,0,0,0,2,2,6,0,0,0,1,0,1,0,0,0,0,0
18700,16,2,0,0,4,3,0,0,0,0,0,1,3,0,0,0,1,0
18800,47,64,5,0,78,6,6,14,0,0,10,1,3,8,0,0,10,0
18900,8,3,0,0,17,0,0,0,0,0,3,0,1,0,0,0,4,0
19000,25,31,7,0,85,7,3,6,4,0,16,0,0,2,0,0,5,0
19100,16,12,15,7,78,1,0,0,1,0,7,0,2,1,1,0,4,0
19200,18,52,8,1,94,11,2,5,2,0,12,2,1,7,0,0,14,0
19300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19400,1,1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,1,0
19500,7,25,1,1,166,9,1,5,0,1,24,0,0,5,0,0,17,0
19600,3,12,0,1,40,1,0,5,0,0,6,0,0,1,0,0,2,0
19700,9,47,3,4,78,4,4,4,0,2,12,0,1,9,0,0,12,0
19800,1,36,0,3,98,0,0,4,0,0,11,0,0,3,0,1,13,0
19900,2,21,1,1,71,1,0,5,0,0,6,0,0,2,0,0,7,0
20000,3,20,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
20100,3,85,1,2,3,3,1,12,1,0,0,0,0,9,0,0,0,0
20200,0,65,2,0,1,1,0,11,0,0,0,0,0,10,0,0,0,1
20300,2,41,1,2,4,3,1,9,0,0,1,0,1,7,0,0,0,0
20400,0,42,0,0,2,2,0,8,0,0,0,2,0,3,0,0,1,0
20500,2,38,0,0,4,0,0,6,0,0,1,0,0,6,0,0,0,0
20600,2,2,2,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0
20700,48,7,2,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0
20800,5,0,3,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0
20900,23,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
21000,28,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
21100,24,3,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0
21200,21,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21300,31,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
21400,18,6,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0
21500,43,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0
21600,9,3,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0
21700,56,3,4,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0
21800,24,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21900,15,1,3,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0
22000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22100,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22200,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22300,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22700,15,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
22800,17,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
22900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23100,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23300,27,14,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0
23400,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23500,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23600,15,9,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
23700,24,26,1,0,1,1,2,5,0,0,0,0,0,2,0,0,0,0
23800,7,28,1,1,1,5,0,1,0,0,0,0,0,2,0,0,0,1
23900,2,18,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0
24000,6,41,0,1,2,2,0,9,0,0,1,0,0,3,0,0,0,0
24100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24200,5,67,1,2,3,3,1,11,0,0,0,1,0,10,0,0,0,0
24300,3,55,0,1,1,3,0,10,0,0,0,1,0,1,0,0,0,0
24400,6,50,0,0,1,1,0,12,0,0,0,0,0,5,0,0,0,0
24500,1,67,0,0,2,3,0,10,0,0,1,2,0,4,0,0,0,0
24600,2,43,0,1,3,0,1,1,0,0,0,0,1,3,0,0,0,0
24700,1,72,0,0,3,2,0,12,0,0,2,0,0,7,0,0,0,0
24800,3,30,0,1,2,2,2,3,0,0,0,0,0,1,0,0,0,0
24900,1,50,0,1,2,0,0,5,0,0,1,0,0,6,0,0,0,0
25000,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
25100,1,27,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,0
25200,5,98,1,1,4,5,1,14,0,0,0,0,0,6,0,0,1,0
25300,1,50,1,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0
25400,4,42,0,1,0,3,0,6,0,0,0,1,0,0,0,1,0,0
25500,5,22,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0
25600,21,9,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0
25700,32,11,1,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0
25800,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
25900,0,53,0,3,0,2,0,5,0,0,0,0,0,4,0,0,0,0
26000,0,30,1,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0
26100,0,29,0,1,0,1,0,4,0,0,0,0,0,3,0,0,0,0
26200,0,43,0,1,1,1,0,8,0,0,0,0,0,1,0,0,0,0
26300,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26301,0,41,0,0,2,3,0,7,0,0,0,0,0,3,0,0,0,0
26302,0,62,1,1,1,3,0,5,0,1,0,0,0,5,0,0,0,0
26400,3,54,0,1,0,2,0,17,0,0,0,1,0,2,0,0,0,0
26500,0,60,0,1,3,3,0,12,0,1,0,0,0,9,0,0,0,0
26600,3,78,0,3,1,1,0,4,0,0,0,1,0,6,0,0,0,0
26700,0,76,0,0,1,0,0,12,0,0,0,0,0,4,0,0,0,0
26800,2,50,2,2,0,1,1,6,0,0,0,0,0,1,0,0,0,0
26900,2,9,0,1,4,1,0,2,0,0,0,0,0,0,0,0,1,0
27000,2,24,2,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0
27100,1,21,8,1,4,3,0,0,1,0,2,0,0,0,0,0,0,0
27200,4,44,0,2,2,1,0,7,0,0,0,0,0,2,0,0,0,0
27300,5,52,13,8,17,4,0,8,1,0,1,1,0,2,1,0,0,0
27400,11,94,28,11,25,5,1,16,2,2,3,1,0,3,0,2,2,0
27500,4,33,11,4,7,0,0,6,1,1,2,0,0,2,2,1,1,0
27600,1,56,0,1,1,1,1,8,0,0,0,0,0,10,0,0,0,0
27700,2,70,0,2,2,3,0,10,0,0,0,0,0,3,0,0,0,1
27800,0,51,0,2,2,3,0,7,0,0,0,2,0,5,0,0,0,0
27900,2,78,1,2,2,3,1,9,0,0,0,1,0,5,0,0,1,0
28000,2,45,1,0,3,2,0,6,0,0,0,1,0,4,0,0,0,0
28100,0,50,2,0,1,1,0,5,0,0,0,0,0,3,0,0,0,1
28200,0,52,3,1,4,0,0,8,0,0,0,0,0,5,0,0,0,0
28300,2,101,5,5,9,5,1,12,2,0,3,0,0,9,2,0,1,0
28400,1,42,1,1,24,1,0,5,0,0,5,0,0,3,0,0,0,0
28500,0,24,8,2,13,1,0,2,0,1,3,0,0,1,0,0,0,0
28600,7,72,10,9,36,3,2,12,1,1,3,0,1,11,0,0,4,1
28700,1,18,0,1,33,0,1,3,0,0,4,0,0,1,0,0,3,0
28800,2,26,2,6,50,1,0,3,0,0,7,0,0,4,0,0,5,0
28900,12,63,19,8,115,1,1,8,2,2,15,0,2,3,0,0,8,0
29000,2,44,11,4,26,1,0,6,3,1,6,0,0,2,0,0,4,0
29100,6,30,24,3,13,2,0,7,3,0,1,0,0,0,0,0,1,0
29200,6,23,2,2,31,0,2,3,1,0,4,0,0,0,0,0,2,0
29300,11,19,0,2,12,5,1,5,0,0,0,1,0,1,0,0,2,1
29400,12,31,2,0,26,3,1,4,0,0,2,0,0,3,0,0,2,0
29500,19,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
29600,9,1,0,2,6,3,1,0,0,0,1,0,2,0,0,0,0,0
29700,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
29800,40,34,0,1,16,2,5,2,0,0,2,0,0,1,0,0,0,0
29900,13,45,1,1,21,2,1,4,0,0,0,1,0,8,0,0,0,0
30000,15,81,0,4,22,4,0,12,0,1,5,1,0,10,0,0,3,0
30100,17,63,3,3,28,4,1,5,1,1,3,0,0,5,0,0,1,0
30200,27,49,6,4,32,2,3,6,1,1,4,1,1,3,0,0,2,1
30300,16,82,3,2,33,3,0,8,0,0,5,0,0,2,0,1,0,0
30400,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30500,38,82,8,4,44,7,2,13,0,1,0,1,2,4,0,0,4,1
30600,47,24,6,2,14,0,3,7,0,0,2,0,1,0,0,0,0,0
30700,17,9,2,2,10,3,1,1,0,1,1,0,0,0,1,0,0,0
30800,33,11,3,2,9,3,0,0,0,0,1,0,1,1,0,0,1,0
30900,17,23,6,2,22,1,0,4,0,0,0,0,0,1,0,0,1,0
31000,29,17,8,6,9,1,1,3,2,0,1,0,1,0,0,0,0,0
31100,30,46,11,6,27,3,2,2,2,0,4,1,3,2,0,0,1,0
31200,12,26,8,5,16,2,0,3,0,0,3,1,0,1,0,0,0,0
31300,30,16,26,5,16,1,3,2,1,0,2,0,1,0,0,0,0,0
31400,51,25,41,8,33,4,2,3,5,0,2,0,2,1,0,0,2,1
31500,113,4,6,2,11,2,10,0,1,0,1,0,0,0,0,0,0,0
31600,58,5,1,1,5,2,5,0,0,0,1,0,1,0,0,0,0,0
31700,44,5,8,2,17,2,2,0,0,0,0,0,2,2,0,0,0,0
31800,18,17,2,3,13,2,0,2,0,0,1,0,1,2,0,0,2,0
31900,48,13,0,0,13,2,3,2,0,0,3,1,1,1,0,0,0,1
32000,57,9,5,0,5,1,7,0,0,0,0,0,3,0,0,0,0,0
32100,33,9,1,0,8,3,7,1,0,0,0,0,1,1,0,0,0,0
32200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32300,38,7,3,2,3,1,2,0,0,0,0,1,3,1,0,0,0,0
32500,52,8,2,0,9,4,3,0,0,0,1,1,3,2,0,0,0,0
32600,60,8,0,0,8,1,6,2,0,0,0,0,1,0,0,0,0,0
32700,0,8,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0
32800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32900,45,16,1,2,7,2,3,1,0,1,0,1,2,2,0,1,0,0
33000,68,16,3,2,13,1,6,0,0,0,0,0,2,1,0,0,1,0
33100,108,7,0,0,6,2,8,1,0,0,1,0,0,0,0,0,0,0
33200,37,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
33300,20,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
33400,29,8,7,3,5,1,2,2,0,0,0,0,1,0,0,0,0,0
33500,25,2,7,1,8,0,1,0,0,0,0,0,0,0,0,0,1,0
33600,71,4,7,5,9,3,3,1,2,0,1,0,0,0,0,0,0,0
33700,77,9,11,2,18,0,4,2,2,0,5,0,0,0,0,0,2,0
33800,45,5,4,3,4,3,7,0,1,0,0,0,2,0,0,0,1,0
33900,28,5,2,2,5,1,1,0,0,0,0,1,1,0,0,0,0,0
34000,28,1,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
34100,50,2,2,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0
34200,20,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
34400,36,1,4,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0
34500,40,16,11,3,10,3,4,3,0,0,1,0,1,0,0,0,0,0
34600,7,7,2,4,2,0,0,1,0,0,1,0,1,0,0,0,1,0
34701,41,10,15,4,12,1,1,0,1,0,0,0,0,0,1,0,1,0
34702,29,5,2,1,3,0,2,1,0,1,1,0,2,0,0,0,0,0
