Census Tract,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
034801,29,4,4,1,3,0,0,1,1,0,1,0,0,1,0,0,0,0
034802,44,16,7,1,11,3,3,3,1,0,2,0,1,0,0,0,1,0
034803,47,10,2,1,6,2,2,1,0,0,0,0,2,0,0,0,0,0
034900,40,34,9,2,17,2,1,5,0,0,1,0,1,2,0,0,0,0
035100,26,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
035200,35,1,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
035301,68,1,2,1,3,0,7,0,1,0,0,0,1,0,0,0,0,0
035302,52,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
035500,55,3,19,6,6,3,8,0,1,0,0,0,3,1,0,0,0,0
035600,42,4,6,3,2,2,2,0,0,0,0,0,1,0,0,0,0,1
035700,78,4,28,3,11,5,5,1,3,0,1,0,0,1,0,0,0,0
035800,35,2,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0
035900,36,3,6,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
036000,13,1,5,1,2,0,1,0,1,0,0,0,2,0,0,0,0,0
036100,32,8,2,1,4,0,2,0,1,0,1,0,1,0,0,0,0,0
036201,46,3,3,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0
036202,48,7,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0
036203,50,2,1,0,3,0,2,0,1,0,0,0,0,1,0,0,1,0
036301,26,4,3,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0
036302,31,11,4,2,9,0,2,0,0,0,0,0,2,1,0,0,0,0
036303,79,1,1,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0
036400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
036500,85,11,2,3,9,2,11,2,0,0,0,1,0,0,0,0,0,0
036600,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
999999,43,93,9,1,20,7,4,12,0,0,0,1,0,10,0,0,2,0
Total,5577,10380,1338,508,3496,728,454,1469,92,48,332,89,126,865,20,13,321,42
,,,,,,,,,,,,,,,,,,
