Census Tract,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown,"White, NH","Black, NH","Asian, NH","Other, NH",Hispanic,Unknown
4201,54,7,6,3,9,8,5,0,1,0,0,1,2,2,0,1,0,0
4202,39,5,5,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0
4400,2,3,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
4500,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5500,6,44,0,1,0,4,0,5,0,0,0,2,1,5,0,0,0,0
5600,2,23,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
5900,1,8,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0
6000,17,58,6,3,2,2,2,7,0,0,0,0,3,5,0,0,0,0
6100,3,27,3,2,2,3,0,1,0,0,0,0,0,3,0,1,0,1
6200,2,87,6,1,2,5,0,13,0,0,0,2,0,8,1,0,0,1
6300,5,56,14,2,2,4,1,9,1,0,0,0,0,1,0,1,0,0
6400,0,74,8,8,5,3,0,3,1,1,1,0,0,11,0,3,2,0
6500,0,86,0,1,7,6,0,10,0,0,0,1,0,4,0,0,1,0
6600,1,46,8,3,2,6,0,7,0,1,0,1,0,5,0,0,0,1
6700,11,98,5,6,6,6,0,17,0,0,0,0,1,11,0,1,1,1
6900,1,56,0,0,0,4,0,10,0,0,0,1,0,6,0,0,0,0
7000,2,61,0,0,2,7,0,7,0,0,0,1,0,7,0,0,0,2
7100,6,144,0,2,5,8,2,31,0,0,1,2,0,13,0,0,0,1
7200,1,77,2,0,3,4,0,11,0,0,0,1,0,13,0,0,0,0
7300,0,50,2,1,0,2,0,2,0,0,0,1,0,5,1,0,0,0
7400,0,62,1,0,2,3,0,9,0,0,1,0,0,8,0,0,0,0
7700,2,14,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0
7800,18,41,2,4,3,3,2,7,0,1,0,0,0,4,0,0,0,0
7900,25,34,7,2,3,0,0,2,0,0,0,0,0,2,0,0,0,0
8000,1,51,1,2,1,1,0,7,0,0,0,0,0,5,0,0,0,0
8100,3,101,0,2,6,4,0,12,0,0,1,0,0,12,0,0,0,3
8200,2,78,0,2,1,4,0,11,0,0,0,1,1,5,0,1,0,1
8301,0,46,0,2,0,4,0,10,0,0,0,0,0,5,0,0,0,0
8302,0,67,2,5,1,6,0,10,0,0,0,1,0,8,0,0,0,0
8400,0,76,2,0,2,2,0,11,0,0,0,0,0,9,0,0,0,0
8500,1,98,0,1,2,6,0,12,0,1,0,3,0,12,0,0,0,1
8600,10,73,5,4,5,9,0,12,2,1,1,1,0,3,0,0,0,1
8700,22,27,26,6,9,3,0,4,2,1,0,0,0,1,0,0,0,0
8800,5,9,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
8900,3,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
9000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,3,23,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0
9200,5,46,5,1,4,5,2,9,1,1,0,1,0,7,0,0,0,1
9300,1,66,1,1,0,3,0,10,0,0,0,1,0,4,0,0,0,0
9400,1,58,0,0,4,4,0,9,0,0,0,0,0,3,0,0,0,0
9500,0,56,0,3,2,1,0,10,0,0,1,0,0,3,0,1,0,0
9600,1,64,1,0,0,5,0,9,0,0,0,1,0,5,0,0,0,1
9700,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9800,10,93,1,3,2,4,1,11,0,0,0,0,0,1,0,0,0,0
9900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,1,60,0,1,5,2,0,8,0,0,0,1,0,6,0,0,0,1
10100,1,90,1,1,2,6,0,18,0,1,0,0,0,12,0,0,1,2
10200,0,44,0,1,0,1,0,5,0,0,0,0,0,5,0,1,0,0
10300,0,50,0,1,1,5,0,3,0,1,0,0,0,4,0,0,0,1
10400,0,65,0,0,1,3,0,14,0,0,1,0,0,6,0,0,0,2
10500,0,36,0,0,2,2,0,3,0,0,1,0,0,4,0,0,0,0
10600,0,9,2,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0
10700,1,70,0,1,4,2,0,10,0,0,2,0,0,15,0,0,0,0
10800,0,61,0,0,2,3,0,13,0,0,0,0,0,7,0,0,0,1
10900,0,43,1,0,0,1,0,12,0,0,0,0,0,4,0,0,0,0
11000,0,61,0,0,3,4,0,12,0,0,1,0,0,5,0,0,0,0
11100,2,49,1,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0
11200,2,69,0,0,1,7,0,8,0,0,0,1,0,9,0,0,0,1
11300,0,43,0,1,1,1,0,3,0,0,1,0,0,4,0,0,0,0
11400,0,58,1,1,6,7,0,3,0,0,0,2,0,0,0,0,0,0
11500,4,61,0,1,2,4,0,13,0,0,0,0,0,3,0,0,0,0
11600,11,20,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
11700,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11800,1,50,1,2,3,6,0,9,0,0,1,3,0,2,0,0,0,0
11900,2,45,1,2,0,5,0,4,1,0,0,1,0,2,0,0,0,1
12000,2,11,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0
12100,0,11,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0
12200,8,26,13,2,2,4,1,6,1,0,1,0,0,1,0,0,0,0
12300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12500,9,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
12600,5,7,8,0,7,1,0,2,0,0,0,0,0,1,0,0,1,0
12700,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12900,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
13000,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13100,0,26,1,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0
13200,1,28,0,0,1,4,0,3,0,0,1,0,0,1,0,0,0,1
13300,3,17,2,0,8,6,0,2,0,0,1,2,0,1,0,0,0,0
13400,27,5,0,1,11,0,0,0,0,0,2,0,0,0,0,0,0,0
13500,13,18,1,1,6,4,1,3,0,0,0,0,0,4,0,0,0,1
13600,65,6,9,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0
13700,8,79,1,1,6,5,0,8,0,0,0,0,0,11,0,0,0,0
13800,0,24,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0
13900,2,34,0,3,1,5,0,8,0,1,0,0,0,2,0,0,0,1
14000,1,32,0,0,4,4,0,6,0,0,0,1,0,3,0,0,0,0
14100,1,18,0,0,6,4,1,1,0,0,1,0,0,2,0,0,1,1
14200,11,3,1,0,5,2,1,1,0,0,1,0,0,0,0,0,0,0
14300,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,8,7,2,4,21,4,0,2,0,0,2,1,0,1,0,0,4,0
14500,0,11,0,1,3,1,0,2,0,1,0,0,0,4,0,0,0,0
14600,0,14,0,0,1,3,0,2,0,0,1,0,0,1,0,0,0,0
14700,0,24,0,0,1,4,0,5,0,0,0,0,0,2,0,0,0,1
14800,0,21,0,0,1,2,0,4,0,0,0,0,0,3,0,0,0,0
14900,0,56,1,0,3,4,0,4,0,0,2,1,0,6,0,0,1,1
15000,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15100,0,115,1,0,1,10,0,16,0,0,0,2,0,11,0,0,0,1
15200,1,162,0,0,3,11,0,25,0,0,0,1,0,19,0,0,1,1
15300,0,42,0,3,1,2,0,3,0,1,1,0,0,5,0,0,0,0
15400,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15500,1,39,0,0,16,3,0,6,0,0,1,0,0,5,0,0,2,1
15600,3,9,1,1,26,1,0,0,0,0,3,0,0,0,0,0,5,0
15700,8,2,0,2,26,1,0,1,0,0,5,0,0,0,0,0,2,0
15800,68,1,2,0,9,1,6,1,0,0,0,0,3,0,0,0,1,0
15900,22,0,0,0,4,0,2,0,0,0,0,0,5,0,0,0,0,0
16000,84,6,1,3,17,3,6,0,0,0,4,0,5,0,0,0,1,1
16100,28,17,9,3,33,2,1,6,1,0,4,1,3,2,0,0,5,0
16200,0,18,1,0,39,0,0,2,0,0,4,0,0,4,0,0,6,0
16300,3,18,1,1,55,2,0,2,0,0,11,0,0,3,0,0,5,0
16400,1,47,1,1,69,2,0,11,0,0,8,1,0,9,0,0,3,0
16500,1,58,0,0,5,3,1,6,0,0,2,1,0,11,0,0,4,1
16600,0,20,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0
16700,0,108,1,0,3,4,0,20,1,0,0,1,0,10,0,0,0,0
16800,0,64,0,0,1,8,0,7,0,0,0,3,0,10,0,0,0,2
16901,0,67,0,1,4,5,0,13,0,0,0,0,0,6,0,0,1,0
16902,1,113,0,1,6,5,0,16,0,0,2,1,0,9,0,0,1,1
17000,0,35,0,1,0,4,0,5,0,0,0,1,0,4,0,0,0,0
17100,2,53,0,1,3,7,2,5,0,0,0,1,0,7,0,0,0,2
17200,0,95,0,1,2,7,0,16,0,1,1,0,0,13,0,0,0,0
17300,0,34,0,0,0,1,0,4,0,0,0,1,0,1,0,0,0,0
17400,0,43,0,0,7,2,0,9,0,0,1,0,0,5,0,0,0,0
17500,6,44,1,0,124,2,0,3,0,0,23,0,1,4,0,0,19,0
17601,1,10,1,1,106,1,0,2,0,0,9,1,0,1,0,0,12,0
17602,2,16,3,0,80,0,0,4,0,0,6,0,0,3,0,0,13,0
17700,24,60,14,3,128,1,2,11,1,1,13,0,1,5,0,0,13,1
17800,35,45,3,0,54,3,7,9,1,0,6,0,4,2,0,0,6,1
17900,42,40,3,1,38,2,2,8,0,0,5,0,4,8,0,0,8,0
18000,75,0,3,2,6,3,4,0,0,0,0,2,2,0,0,0,1,0
18100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18200,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18300,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
18400,29,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
18500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18600,47,1,0,0,1,0,5,1,0,0,0,0,2,0,0,0,0,0
18700,16,2,0,0,5,0,3,1,0,0,0,0,4,0,0,0,1,0
18800,51,45,2,0,65,6,5,4,0,0,9,2,8,5,0,0,9,0
18900,7,8,0,0,7,0,0,2,0,0,1,0,1,0,0,0,1,0
19000,23,35,5,3,74,5,1,8,0,1,6,2,2,1,0,0,7,0
19100,22,15,12,3,66,3,3,3,0,0,12,0,0,1,0,0,2,0
19200,17,49,11,0,85,7,0,8,2,0,6,0,2,2,1,0,12,0
19300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19400,3,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0
19500,10,28,1,1,180,2,0,3,0,0,26,0,0,1,1,0,22,0
19600,1,14,0,0,36,0,0,4,0,0,1,0,0,1,0,0,6,0
19700,6,51,2,1,101,3,0,6,0,0,14,0,0,5,0,0,14,0
19800,0,53,0,0,70,0,0,10,0,0,6,0,0,10,0,0,7,0
19900,6,44,0,0,56,1,1,6,0,0,3,0,1,6,0,0,7,0
20000,0,17,1,0,1,3,0,5,0,0,0,2,0,2,0,0,1,0
20100,1,115,1,1,4,7,1,17,0,0,0,2,0,12,0,0,0,0
20200,0,69,0,0,2,2,0,14,0,0,0,0,0,7,0,0,0,1
20300,0,37,0,0,5,1,0,5,0,0,0,0,0,3,0,0,0,0
20400,0,43,0,0,0,2,0,6,0,0,0,0,0,3,0,0,0,0
20500,0,45,0,0,2,2,0,6,0,0,0,0,0,4,0,0,0,0
20600,5,5,2,1,3,1,0,1,0,0,2,0,0,0,0,0,0,0
20700,54,8,2,1,0,2,5,2,0,0,0,0,0,0,1,0,0,0
20800,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20900,22,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
21000,43,3,0,0,1,0,3,1,0,0,0,0,5,0,0,0,0,0
21100,22,1,4,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0
21200,22,4,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
21300,35,2,1,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0
21400,23,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
21500,32,1,1,0,4,1,3,1,0,0,0,0,2,0,0,0,0,0
21600,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21700,46,7,3,1,6,2,4,1,0,1,1,0,1,0,0,0,1,0
21800,33,1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
21900,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22000,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22100,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22200,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22300,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22700,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22800,17,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23100,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23200,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23300,26,15,1,1,0,4,2,3,0,1,0,0,0,1,0,0,0,0
23400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23500,4,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
23600,18,7,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0
23700,10,38,3,0,3,3,0,7,0,0,0,0,0,1,0,0,1,0
23800,4,40,0,2,2,0,0,3,0,0,0,0,0,1,0,0,0,0
23900,6,13,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
24000,5,52,2,0,1,5,0,8,0,0,1,2,0,6,0,0,0,0
24100,0,8,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
24200,6,52,0,0,2,1,0,8,0,0,0,1,1,5,0,0,0,0
24300,4,52,1,1,1,3,0,8,0,0,0,0,0,2,0,0,0,0
24400,2,41,0,1,1,1,0,5,0,0,0,0,0,7,0,0,0,0
24500,1,72,0,0,7,6,0,12,0,0,1,1,0,5,0,0,0,0
24600,1,40,0,1,1,2,0,7,0,0,0,0,0,1,0,0,0,0
24700,2,77,1,0,3,2,0,14,0,0,0,0,0,7,0,0,0,0
24800,1,23,0,0,1,1,1,5,0,0,0,0,0,1,0,0,0,0
24900,0,37,0,1,4,1,0,5,0,1,1,0,0,1,0,1,0,0
25000,0,11,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0
25100,0,21,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0
25200,3,95,1,0,1,6,0,16,0,0,0,1,0,6,0,0,0,1
25300,0,39,0,2,2,4,0,8,0,0,1,0,0,3,0,0,0,0
25400,3,43,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0
25500,4,18,0,1,3,3,1,0,0,0,0,2,0,3,0,0,0,0
25600,13,22,1,0,0,3,1,2,0,0,0,1,0,1,0,0,0,0
25700,24,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
25800,0,10,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
25900,2,64,0,0,2,3,0,8,0,0,0,0,0,3,0,0,0,0
26000,0,18,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
26100,0,30,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0
26200,1,39,0,2,1,3,0,5,0,0,0,2,0,2,0,0,0,0
26301,0,29,0,0,2,2,0,4,0,0,0,0,0,2,0,0,1,0
26302,1,62,0,1,5,4,0,7,0,0,0,1,0,2,0,0,0,0
26400,0,50,0,0,4,4,0,12,0,0,0,0,0,7,0,0,0,0
26500,0,59,0,2,3,0,0,10,0,1,0,0,0,5,0,0,0,0
26600,1,86,0,2,2,1,0,19,0,2,0,0,0,12,0,0,0,0
26700,1,88,0,0,2,4,0,16,0,0,0,0,0,5,0,0,0,0
26800,1,52,2,1,1,2,0,10,0,0,0,1,1,2,0,0,0,0
26900,4,22,0,1,10,0,0,2,0,0,2,0,0,1,0,0,1,0
27000,4,19,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0
27100,2,20,7,0,7,0,0,1,0,0,0,0,0,2,0,0,1,0
27200,1,48,3,3,6,2,0,1,1,1,0,0,0,2,0,0,2,0
27300,2,38,16,8,18,2,0,3,1,1,1,2,0,3,0,0,2,0
27400,15,84,28,9,41,9,2,12,2,0,3,0,2,9,0,1,4,1
27500,5,51,11,2,6,4,1,9,2,0,1,1,0,3,0,0,2,0
27600,2,37,0,0,1,1,0,6,0,0,0,0,0,2,0,0,1,0
27700,0,51,1,0,2,3,0,8,0,0,0,0,0,0,0,0,1,0
27800,0,63,0,1,4,2,0,14,0,0,0,0,0,3,0,0,0,0
27900,1,96,0,0,0,3,0,15,0,0,0,0,0,8,0,0,0,0
28000,0,74,1,2,1,1,0,13,0,0,0,1,0,6,0,0,0,0
28100,2,39,1,0,2,0,0,6,0,0,0,0,0,4,0,0,0,0
28200,3,68,5,0,5,2,0,13,0,0,1,0,0,6,0,0,1,0
28300,3,82,10,3,7,7,0,9,2,1,0,0,1,6,0,2,1,2
28400,0,47,1,2,20,1,0,5,0,0,1,1,0,3,0,0,3,0
28500,0,16,5,0,17,1,0,2,0,0,2,0,0,2,0,0,2,0
28600,2,79,10,7,42,5,0,10,1,2,3,0,0,14,0,0,3,1
28700,2,15,0,0,39,0,0,2,0,0,2,0,0,3,0,0,4,0
28800,2,14,11,8,58,0,0,3,2,2,13,0,0,1,0,1,9,0
28900,20,62,13,10,103,4,1,13,1,0,8,0,0,2,0,1,8,0
29000,6,41,15,6,38,0,1,4,1,2,1,0,0,3,0,0,2,0
29100,9,36,15,1,16,3,1,5,3,0,1,0,0,2,0,0,3,0
29200,4,28,7,4,19,3,0,4,2,1,5,1,1,1,0,0,1,0
29300,19,22,0,1,13,0,1,2,0,0,0,0,0,3,0,0,0,0
29400,7,31,0,1,18,2,1,4,0,0,0,0,0,5,0,0,3,0
29500,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,11,2,0,0,4,0,2,0,0,0,1,0,1,1,0,0,1,0
29700,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29800,38,27,2,2,23,0,5,0,0,0,0,0,1,1,0,0,0,0
29900,10,45,2,2,19,2,1,11,0,0,2,1,1,9,0,0,2,1
30000,14,68,4,6,25,6,2,3,0,2,3,1,0,5,0,1,5,0
30100,20,58,1,1,28,5,1,8,0,0,4,0,1,5,0,0,2,1
30200,26,53,4,1,27,2,1,9,0,0,3,0,2,3,0,0,3,0
30300,29,57,4,4,38,5,3,8,0,1,2,0,0,3,0,0,3,0
30400,3,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0
30500,42,82,8,5,34,7,7,5,1,0,2,1,1,5,0,0,2,0
30600,25,19,5,1,12,2,3,1,2,0,0,0,1,3,1,0,1,0
30700,19,7,2,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0
30800,30,7,4,3,8,0,2,1,0,0,2,0,2,0,0,0,0,0
30900,17,11,7,3,20,5,0,1,0,0,0,0,0,0,0,0,1,0
31000,26,18,20,6,5,3,2,5,0,4,0,1,0,1,0,0,0,0
31100,31,59,13,5,33,3,2,7,1,0,5,0,2,5,0,1,5,0
31200,18,24,5,7,20,1,1,5,0,3,0,0,1,2,0,0,1,0
31300,31,19,12,5,22,3,0,7,0,0,2,0,2,2,0,0,1,0
31400,67,26,24,10,33,5,3,2,1,0,4,0,0,1,0,0,2,0
31500,119,11,7,2,8,7,7,1,0,0,1,1,0,0,0,0,0,0
31600,63,3,3,1,3,3,7,0,0,0,0,2,0,1,0,0,0,0
31700,42,9,5,5,8,1,3,0,1,0,0,0,2,2,0,0,2,0
31800,18,16,2,2,17,1,2,2,0,0,2,1,1,0,0,0,1,0
31900,38,7,0,0,16,1,2,1,0,0,3,1,5,1,0,0,0,0
32000,76,3,1,2,8,2,7,0,0,0,0,0,2,0,0,0,0,0
32100,33,7,1,0,5,3,2,0,0,0,0,1,1,0,0,0,0,0
32200,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32300,28,9,1,1,5,1,2,1,0,0,0,0,1,0,0,0,0,0
32500,46,4,0,0,10,2,4,0,0,0,2,0,1,0,0,0,0,0
32600,71,8,5,0,10,1,8,2,0,0,2,0,1,0,0,0,1,0
32700,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32900,34,12,0,1,4,2,1,1,0,0,0,0,2,1,0,0,0,1
33000,83,8,2,0,10,0,3,0,0,0,1,0,1,0,0,0,1,0
33100,95,6,3,1,7,1,6,2,0,0,1,0,3,0,0,0,1,0
33200,34,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
33300,26,7,1,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0
33400,24,9,9,2,8,0,4,3,1,0,0,0,0,0,0,0,0,0
33500,25,0,4,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0
33600,68,9,6,3,9,2,2,0,1,0,0,0,0,0,0,0,0,0
33700,89,6,6,4,13,4,5,0,0,0,4,0,1,1,0,0,1,0
33800,47,5,4,0,3,3,2,1,2,0,0,1,1,0,0,0,1,0
33900,19,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
34000,27,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
34100,44,5,4,1,3,2,3,1,0,0,0,0,0,0,0,1,0,0
34200,25,4,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0
34300,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34400,49,1,5,2,5,0,2,0,2,0,1,0,0,0,0,0,0,0
34500,47,20,21,3,14,2,7,1,1,0,1,0,1,1,0,0,0,0
34600,12,11,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
34701,49,8,9,2,1,2,8,1,0,0,0,0,1,0,0,0,0,0
34702,27,3,1,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0
34801,45,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
34802,45,19,5,3,4,1,7,0,1,0,1,0,1,1,0,0,0,0
34803,52,6,4,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0
34900,39,37,6,1,7,2,2,7,0,0,0,0,1,2,0,0,0,1
35100,19,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
35200,49,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
35301,64,4,2,2,5,0,8,1,0,0,0,0,1,0,0,0,0,0
35302,48,4,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0
35400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35500,53,3,4,1,9,0,7,0,1,0,0,0,1,1,0,0,0,0
