School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1280,Penn Alexander School,19104-4022,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1300,"Harrington, Avery D. School",19143-3117,3
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1340,"Lea, Henry C.",19139-4416,12
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1350,"Longstreth, William C. School",19143-4517,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1360,"McMichael, Morton School",19104-1906,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1410,"Rhoads, James School",19139-1721,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1440,Penrose School,19153-1201,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,1470,"Locke, Alain School",19139-2825,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2050,Science Leadership Academy MS,19104-5638,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2190,"Fell, D. Newlin School",19148-4504,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2210,Bache-Martin School,19130-1905,8
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2260,"Childs, George W. School",19146-3131,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2320,"Girard, Stephen School",19145-3714,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2340,"McCall, Gen. George A. School",19106-4139,7
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2370,"McDaniel, Delaplaine School",19145-1940,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2380,"Meredith, William M. School",19147-3043,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2390,"Morris, Robert School",19121-4630,9
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2450,"Stanton, Edwin M. School",19146,9
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2470,"Greenfield, Albert M. School",19103-4307,510
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2480,"Arthur, Chester A. School",19146-1329,15
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2490,"Waring, Laura W. School",19130-3903,6
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2510,"Coppin, Fanny Jackson",19147-4501,6
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2580,"Kirkbride, Eliza B. School",19147-6410,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,2720,Vare-Washington Elementary,19147-5203,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,3410,Universal Charter Bluford,19131-3824,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,3418,Universal Charter Vare,19145-3222,4
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,3423,Memphis St. Charter at J.P. Jones,19134-4314,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,3424,Universal Charter Alcorn,19146-3316,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,4240,"Cassidy, Lewis C Academics Plus",19151-3315,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,4300,"Heston, Edward School",19131-4002,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,4360,Kenderton Elementary,19140-5012,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,4570,"Meade, Gen. George G. School",19121-3232,3
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,5160,Penn Treaty High School,19125-3427,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,5340,"Ludlow, James R. School",19122-4341,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,5480,"Kearny, Gen. Philip School",19123-2711,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,5560,Spring Garden School,19123-2521,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,6200,"Day, Anna B. School",19138-1032,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,6260,"Houston, Henry H. School",19119,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,6320,"Mifflin, Thomas School",19129-1632,5
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,6410,Cook-Wissahickon School,19128-3763,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,6440,"Lingelbach, Anna L. School",19144-3113,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,7260,Ellwood School,19126-2848,2
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,7320,"Howe, Julia Ward School",19141-4121,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,7350,"Lowell, James R. School",19120-1871,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,7370,"Washington, Grover Jr. Middle",19120-2514,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,8770,Hancock Demonstration School,19114-1927,1
2021-2022,2470,"Greenfield, Albert M. School",19103-4307,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1230,"Bryant, William C. School",19143-1133,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1250,"Catharine, Joseph School",19142-1638,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1260,"Comegys, Benjamin B. School",19143-5012,2
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1300,"Harrington, Avery D. School",19143-3117,3
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1460,"Anderson, Add B. School",19143-2343,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,1470,"Locke, Alain School",19139-2825,3
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2190,"Fell, D. Newlin School",19148-4504,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2240,"Bregy, F. Amedee School",19145-4816,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2260,"Childs, George W. School",19146-3131,6
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2320,"Girard, Stephen School",19145-3714,3
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2340,"McCall, Gen. George A. School",19106-4139,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2370,"McDaniel, Delaplaine School",19145-1940,15
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2450,"Stanton, Edwin M. School",19146,14
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2470,"Greenfield, Albert M. School",19103-4307,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2480,"Arthur, Chester A. School",19146-1329,187
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2490,"Waring, Laura W. School",19130-3903,2
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2510,"Coppin, Fanny Jackson",19147-4501,3
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2540,"Key, Francis Scott School",19148-3101,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2690,"Taggart, John H. School",19148-3921,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,2720,Vare-Washington Elementary,19147-5203,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,3410,Universal Charter Bluford,19131-3824,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,3415,Mastery Charter at Clymer,19133-1236,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,3418,Universal Charter Vare,19145-3222,3
2021-2022,2480,"Arthur, Chester A. School",19146-1329,3420,Mastery Charter at Cleveland,19140-3555,2
2021-2022,2480,"Arthur, Chester A. School",19146-1329,3424,Universal Charter Alcorn,19146-3316,19
2021-2022,2480,"Arthur, Chester A. School",19146-1329,6360,Roosevelt Elementary School,19144-1631,1
2021-2022,2480,"Arthur, Chester A. School",19146-1329,7360,"Marshall, John School",19124-3653,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,1200,"Barry, John Elementary School",19139-2304,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,1230,"Bryant, William C. School",19143-1133,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,1260,"Comegys, Benjamin B. School",19143-5012,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,1290,"Hamilton, Andrew School",19139-3937,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,1350,"Longstreth, William C. School",19143-4517,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,1360,"McMichael, Morton School",19104-1906,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,1380,"Morton, Thomas G. School",19142-3101,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,1460,"Anderson, Add B. School",19143-2343,5
2021-2022,2490,"Waring, Laura W. School",19130-3903,2210,Bache-Martin School,19130-1905,4
2021-2022,2490,"Waring, Laura W. School",19130-3903,2340,"McCall, Gen. George A. School",19106-4139,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,2390,"Morris, Robert School",19121-4630,7
2021-2022,2490,"Waring, Laura W. School",19130-3903,2490,"Waring, Laura W. School",19130-3903,130
2021-2022,2490,"Waring, Laura W. School",19130-3903,2630,"Sharswood, George School",19148-4004,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,3412,Mastery Charter at Frederick Douglass,19121-2100,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,3415,Mastery Charter at Clymer,19133-1236,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,3418,Universal Charter Vare,19145-3222,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,3420,Mastery Charter at Cleveland,19140-3555,3
2021-2022,2490,"Waring, Laura W. School",19130-3903,3424,Universal Charter Alcorn,19146-3316,3
2021-2022,2490,"Waring, Laura W. School",19130-3903,4240,"Cassidy, Lewis C Academics Plus",19151-3315,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,4270,"Dick, William School",19121-1311,4
2021-2022,2490,"Waring, Laura W. School",19130-3903,4300,"Heston, Edward School",19131-4002,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,4350,Rhodes Elementary School,19132-1835,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,4460,"Duckrey, Tanner School",19121-2310,5
2021-2022,2490,"Waring, Laura W. School",19130-3903,4470,"Wright, Richard R. School",19132-4640,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,4570,"Meade, Gen. George G. School",19121-3232,7
2021-2022,2490,"Waring, Laura W. School",19130-3903,5170,"De Burgos, J. Elementary",19133-3111,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,5320,"Hartranft, John F. School",19133-2226,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,5340,"Ludlow, James R. School",19122-4341,3
2021-2022,2490,"Waring, Laura W. School",19130-3903,5410,"Sheppard, Isaac A. School",19133-4132,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,5480,"Kearny, Gen. Philip School",19123-2711,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,5530,"Sheridan, Philip H. School",19134-1309,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,5560,Spring Garden School,19123-2521,4
2021-2022,2490,"Waring, Laura W. School",19130-3903,6220,"Emlen, Eleanor C. School",19119-2006,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,6360,Roosevelt Elementary School,19144-1631,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,6390,"Steel, Edward School",19140-1717,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,7110,"Harding, Warren G. Middle Sch",19124-2818,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,7200,Barton School,19120-4446,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,7430,"Sullivan, James J. School",19124-2040,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,7500,Feltonville Arts & Sciences,19120-4417,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,7730,"Clemente, Roberto Middle Schl",19140-2725,2
2021-2022,2490,"Waring, Laura W. School",19130-3903,8120,"Wilson, Woodrow Middle School",19111-3851,1
2021-2022,2490,"Waring, Laura W. School",19130-3903,8360,Rhawnhurst School,19152-3603,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,1420,"Washington, Martha School",19104-1362,2
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2190,"Fell, D. Newlin School",19148-4504,6
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2240,"Bregy, F. Amedee School",19145-4816,4
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2260,"Childs, George W. School",19146-3131,14
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2320,"Girard, Stephen School",19145-3714,2
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2370,"McDaniel, Delaplaine School",19145-1940,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2450,"Stanton, Edwin M. School",19146,2
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2510,"Coppin, Fanny Jackson",19147-4501,407
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2540,"Key, Francis Scott School",19148-3101,7
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2580,"Kirkbride, Eliza B. School",19147-6410,9
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2590,"Nebinger, George W. School",19147-2907,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2640,Southwark School,19148-1661,17
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2690,"Taggart, John H. School",19148-3921,5
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,2720,Vare-Washington Elementary,19147-5203,13
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,3407,Mastery Charter at Harrity,19143-2805,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,3408,Mastery Charter at Mann,19131-3229,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,3418,Universal Charter Vare,19145-3222,4
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,3423,Memphis St. Charter at J.P. Jones,19134-4314,1
2021-2022,2510,"Coppin, Fanny Jackson",19147-4501,3424,Universal Charter Alcorn,19146-3316,6
2021-2022,2520,"Jenks, Abram School",19148-4305,1250,"Catharine, Joseph School",19142-1638,1
2021-2022,2520,"Jenks, Abram School",19148-4305,1280,Penn Alexander School,19104-4022,1
2021-2022,2520,"Jenks, Abram School",19148-4305,1380,"Morton, Thomas G. School",19142-3101,1
2021-2022,2520,"Jenks, Abram School",19148-4305,1440,Penrose School,19153-1201,2
2021-2022,2520,"Jenks, Abram School",19148-4305,2190,"Fell, D. Newlin School",19148-4504,29
2021-2022,2520,"Jenks, Abram School",19148-4305,2240,"Bregy, F. Amedee School",19145-4816,11
2021-2022,2520,"Jenks, Abram School",19148-4305,2260,"Childs, George W. School",19146-3131,10
2021-2022,2520,"Jenks, Abram School",19148-4305,2320,"Girard, Stephen School",19145-3714,45
2021-2022,2520,"Jenks, Abram School",19148-4305,2370,"McDaniel, Delaplaine School",19145-1940,6
2021-2022,2520,"Jenks, Abram School",19148-4305,2470,"Greenfield, Albert M. School",19103-4307,1
2021-2022,2520,"Jenks, Abram School",19148-4305,2520,"Jenks, Abram School",19148-4305,88
2021-2022,2520,"Jenks, Abram School",19148-4305,2540,"Key, Francis Scott School",19148-3101,14
2021-2022,2520,"Jenks, Abram School",19148-4305,2580,"Kirkbride, Eliza B. School",19147-6410,4
2021-2022,2520,"Jenks, Abram School",19148-4305,2630,"Sharswood, George School",19148-4004,2
2021-2022,2520,"Jenks, Abram School",19148-4305,2640,Southwark School,19148-1661,5
2021-2022,2520,"Jenks, Abram School",19148-4305,2690,"Taggart, John H. School",19148-3921,5
2021-2022,2520,"Jenks, Abram School",19148-4305,2720,Vare-Washington Elementary,19147-5203,3
2021-2022,2520,"Jenks, Abram School",19148-4305,3418,Universal Charter Vare,19145-3222,2
2021-2022,2520,"Jenks, Abram School",19148-4305,3424,Universal Charter Alcorn,19146-3316,9
2021-2022,2520,"Jenks, Abram School",19148-4305,4240,"Cassidy, Lewis C Academics Plus",19151-3315,1
2021-2022,2520,"Jenks, Abram School",19148-4305,5560,Spring Garden School,19123-2521,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,1010,"Bartram, John High School",19142-2229,16
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,1020,West Philadelphia High School,19139-3536,2
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,1100,"Sayre, William L. High School",19139-3836,5
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,1200,"Barry, John Elementary School",19139-2304,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,2010,"Franklin, Benjamin High School",19130-4016,4
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3411,Universal Charter Daroff,19139-1301,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3414,Aspira Olney Charter High,19120-3410,3
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3416,Mastery Charter at Gratz,19140-3408,11
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3417,Universal Charter Audenried,19145-1021,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3423,Memphis St. Charter at J.P. Jones,19134-4314,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,3424,Universal Charter Alcorn,19146-3316,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,4020,Overbrook High School,19131-3439,5
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,4140,Strawberry Mansion High School,19121-1171,14
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,5020,"Edison, Thomas A. High School",19140-2732,11
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,5180,Vaux High School,19121-4996,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,5700,Kensington High School,19125-1737,8
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,6030,Roxborough High School,19128-2516,3
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,6060,"King, Martin Luther High Sch.",19138-1625,18
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,7010,Frankford High School,19124-2610,5
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,7120,"Fels, Samuel High School",19124-1707,5
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,7270,"Finletter, Thomas K. School",19120-2024,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,7730,"Clemente, Roberto Middle Schl",19140-2725,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,8010,"Lincoln, Abraham High School",19136-4318,6
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,8020,Northeast High School,19111-3430,5
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,8030,"Washington, George High School",19116-3718,1
2021-2022,2530,Phila Juv Justice Svcs Ctr,19139-2837,Data Not Available,Data Not Available,Data Not Available,7
2021-2022,2540,"Key, Francis Scott School",19148-3101,1130,Tilden Middle School,19142-2218,2
2021-2022,2540,"Key, Francis Scott School",19148-3101,1250,"Catharine, Joseph School",19142-1638,1
2021-2022,2540,"Key, Francis Scott School",19148-3101,1380,"Morton, Thomas G. School",19142-3101,1
2021-2022,2540,"Key, Francis Scott School",19148-3101,2190,"Fell, D. Newlin School",19148-4504,50
2021-2022,2540,"Key, Francis Scott School",19148-3101,2260,"Childs, George W. School",19146-3131,1
2021-2022,2540,"Key, Francis Scott School",19148-3101,2370,"McDaniel, Delaplaine School",19145-1940,3
2021-2022,2540,"Key, Francis Scott School",19148-3101,2540,"Key, Francis Scott School",19148-3101,294
2021-2022,2540,"Key, Francis Scott School",19148-3101,2630,"Sharswood, George School",19148-4004,2
2021-2022,2540,"Key, Francis Scott School",19148-3101,2640,Southwark School,19148-1661,12
2021-2022,2540,"Key, Francis Scott School",19148-3101,2690,"Taggart, John H. School",19148-3921,30
2021-2022,2540,"Key, Francis Scott School",19148-3101,2720,Vare-Washington Elementary,19147-5203,2
2021-2022,2540,"Key, Francis Scott School",19148-3101,3418,Universal Charter Vare,19145-3222,2
2021-2022,2540,"Key, Francis Scott School",19148-3101,3424,Universal Charter Alcorn,19146-3316,1
2021-2022,2540,"Key, Francis Scott School",19148-3101,7260,Ellwood School,19126-2848,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,1370,Mitchell Elementary School,19143-5329,2
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,1440,Penrose School,19153-1201,2
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,1470,"Locke, Alain School",19139-2825,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2190,"Fell, D. Newlin School",19148-4504,10
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2320,"Girard, Stephen School",19145-3714,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2340,"McCall, Gen. George A. School",19106-4139,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2370,"McDaniel, Delaplaine School",19145-1940,5
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2450,"Stanton, Edwin M. School",19146,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2510,"Coppin, Fanny Jackson",19147-4501,3
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2520,"Jenks, Abram School",19148-4305,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2540,"Key, Francis Scott School",19148-3101,7
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2580,"Kirkbride, Eliza B. School",19147-6410,348
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2590,"Nebinger, George W. School",19147-2907,2
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2630,"Sharswood, George School",19148-4004,4
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2640,Southwark School,19148-1661,50
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2690,"Taggart, John H. School",19148-3921,17
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,2720,Vare-Washington Elementary,19147-5203,24
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,3418,Universal Charter Vare,19145-3222,3
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,3424,Universal Charter Alcorn,19146-3316,7
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,4220,"Blaine, James G. School",19121-1801,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,4240,"Cassidy, Lewis C Academics Plus",19151-3315,1
2021-2022,2580,"Kirkbride, Eliza B. School",19147-6410,7430,"Sullivan, James J. School",19124-2040,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,1130,Tilden Middle School,19142-2218,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,1200,"Barry, John Elementary School",19139-2304,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,1250,"Catharine, Joseph School",19142-1638,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,1290,"Hamilton, Andrew School",19139-3937,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,1300,"Harrington, Avery D. School",19143-3117,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,1340,"Lea, Henry C.",19139-4416,4
2021-2022,2590,"Nebinger, George W. School",19147-2907,1460,"Anderson, Add B. School",19143-2343,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,1470,"Locke, Alain School",19139-2825,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,2190,"Fell, D. Newlin School",19148-4504,6
2021-2022,2590,"Nebinger, George W. School",19147-2907,2240,"Bregy, F. Amedee School",19145-4816,3
2021-2022,2590,"Nebinger, George W. School",19147-2907,2260,"Childs, George W. School",19146-3131,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,2320,"Girard, Stephen School",19145-3714,6
2021-2022,2590,"Nebinger, George W. School",19147-2907,2370,"McDaniel, Delaplaine School",19145-1940,4
2021-2022,2590,"Nebinger, George W. School",19147-2907,2380,"Meredith, William M. School",19147-3043,16
2021-2022,2590,"Nebinger, George W. School",19147-2907,2390,"Morris, Robert School",19121-4630,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,2450,"Stanton, Edwin M. School",19146,6
2021-2022,2590,"Nebinger, George W. School",19147-2907,2480,"Arthur, Chester A. School",19146-1329,4
2021-2022,2590,"Nebinger, George W. School",19147-2907,2490,"Waring, Laura W. School",19130-3903,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,2510,"Coppin, Fanny Jackson",19147-4501,8
2021-2022,2590,"Nebinger, George W. School",19147-2907,2520,"Jenks, Abram School",19148-4305,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,2540,"Key, Francis Scott School",19148-3101,7
2021-2022,2590,"Nebinger, George W. School",19147-2907,2580,"Kirkbride, Eliza B. School",19147-6410,27
2021-2022,2590,"Nebinger, George W. School",19147-2907,2590,"Nebinger, George W. School",19147-2907,230
2021-2022,2590,"Nebinger, George W. School",19147-2907,2630,"Sharswood, George School",19148-4004,10
2021-2022,2590,"Nebinger, George W. School",19147-2907,2640,Southwark School,19148-1661,8
2021-2022,2590,"Nebinger, George W. School",19147-2907,2690,"Taggart, John H. School",19148-3921,10
2021-2022,2590,"Nebinger, George W. School",19147-2907,2720,Vare-Washington Elementary,19147-5203,24
2021-2022,2590,"Nebinger, George W. School",19147-2907,3410,Universal Charter Bluford,19131-3824,4
2021-2022,2590,"Nebinger, George W. School",19147-2907,3412,Mastery Charter at Frederick Douglass,19121-2100,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,3418,Universal Charter Vare,19145-3222,8
2021-2022,2590,"Nebinger, George W. School",19147-2907,3422,Philadelphia Charter For Arts and Sciences,19124-2505,3
2021-2022,2590,"Nebinger, George W. School",19147-2907,3424,Universal Charter Alcorn,19146-3316,8
2021-2022,2590,"Nebinger, George W. School",19147-2907,3428,G.L.A. Charter at Huey,19143-1521,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,4220,"Blaine, James G. School",19121-1801,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,4300,"Heston, Edward School",19131-4002,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,4360,Kenderton Elementary,19140-5012,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,4460,"Duckrey, Tanner School",19121-2310,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,4560,"Kelley, William D. School",19121-2701,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,5320,"Hartranft, John F. School",19133-2226,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,5390,Potter-Thomas School,19133-2824,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,5480,"Kearny, Gen. Philip School",19123-2711,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,6200,"Day, Anna B. School",19138-1032,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,6320,"Mifflin, Thomas School",19129-1632,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,6390,"Steel, Edward School",19140-1717,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,7110,"Harding, Warren G. Middle Sch",19124-2818,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,7290,"Stearne, Allen M. School",19124-4047,2
2021-2022,2590,"Nebinger, George W. School",19147-2907,7380,"McClure, Alexander K. School",19140-2516,1
2021-2022,2590,"Nebinger, George W. School",19147-2907,7530,"Rowen, William School",19126-1534,2
