School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2021-2022,6540,Lankenau High School,19128-3914,7010,Frankford High School,19124-2610,13
2021-2022,6540,Lankenau High School,19128-3914,7120,"Fels, Samuel High School",19124-1707,31
2021-2022,6540,Lankenau High School,19128-3914,8010,"Lincoln, Abraham High School",19136-4318,5
2021-2022,6540,Lankenau High School,19128-3914,8020,Northeast High School,19111-3430,4
2021-2022,6540,Lankenau High School,19128-3914,8030,"Washington, George High School",19116-3718,2
2021-2022,7010,Frankford High School,19124-2610,1010,"Bartram, John High School",19142-2229,4
2021-2022,7010,Frankford High School,19124-2610,1020,West Philadelphia High School,19139-3536,1
2021-2022,7010,Frankford High School,19124-2610,1100,"Sayre, William L. High School",19139-3836,10
2021-2022,7010,Frankford High School,19124-2610,2010,"Franklin, Benjamin High School",19130-4016,3
2021-2022,7010,Frankford High School,19124-2610,3414,Aspira Olney Charter High,19120-3410,40
2021-2022,7010,Frankford High School,19124-2610,3416,Mastery Charter at Gratz,19140-3408,16
2021-2022,7010,Frankford High School,19124-2610,4020,Overbrook High School,19131-3439,7
2021-2022,7010,Frankford High School,19124-2610,4140,Strawberry Mansion High School,19121-1171,10
2021-2022,7010,Frankford High School,19124-2610,5020,"Edison, Thomas A. High School",19140-2732,24
2021-2022,7010,Frankford High School,19124-2610,5160,Penn Treaty High School,19125-3427,2
2021-2022,7010,Frankford High School,19124-2610,5180,Vaux High School,19121-4996,1
2021-2022,7010,Frankford High School,19124-2610,5700,Kensington High School,19125-1737,48
2021-2022,7010,Frankford High School,19124-2610,6030,Roxborough High School,19128-2516,4
2021-2022,7010,Frankford High School,19124-2610,6060,"King, Martin Luther High Sch.",19138-1625,23
2021-2022,7010,Frankford High School,19124-2610,7010,Frankford High School,19124-2610,593
2021-2022,7010,Frankford High School,19124-2610,7120,"Fels, Samuel High School",19124-1707,62
2021-2022,7010,Frankford High School,19124-2610,8010,"Lincoln, Abraham High School",19136-4318,35
2021-2022,7010,Frankford High School,19124-2610,8020,Northeast High School,19111-3430,50
2021-2022,7010,Frankford High School,19124-2610,8030,"Washington, George High School",19116-3718,3
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,1360,"McMichael, Morton School",19104-1906,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,1440,Penrose School,19153-1201,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,2490,"Waring, Laura W. School",19130-3903,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3415,Mastery Charter at Clymer,19133-1236,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3416,Mastery Charter at Gratz,19140-3408,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3419,Lindley Academy Charter at Birney,19141-3920,41
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3421,Universal Charter Creighton,19120-2130,6
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3423,Memphis St. Charter at J.P. Jones,19134-4314,3
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,3426,Mastery Charter at Pastorius,19138-1744,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4270,"Dick, William School",19121-1311,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4300,"Heston, Edward School",19131-4002,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4360,Kenderton Elementary,19140-5012,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4380,"Peirce, Thomas M. School",19132-4841,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4440,"Allen, Dr. Ethel School",19132-1834,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4460,"Duckrey, Tanner School",19121-2310,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,4530,"Gideon, Edward School",19121-1810,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,5260,"Elkin, Lewis School",19134-2335,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,5390,Potter-Thomas School,19133-2824,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,5490,Cayuga School,19140-2302,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,5680,"Munoz-Marin, Hon Luis School",19140-5721,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,6300,"Logan, James School",19141-1545,14
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,6360,Roosevelt Elementary School,19144-1631,12
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,6390,"Steel, Edward School",19140-1717,10
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,6470,"Kelly, John B. School",19144-4022,3
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7100,"Cooke, Jay Elementary School",19141-2603,227
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7110,"Harding, Warren G. Middle Sch",19124-2818,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,10
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7150,Juniata Park Academy,19124-4820,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7200,Barton School,19120-4446,3
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7270,"Finletter, Thomas K. School",19120-2024,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7300,"Hopkinson, Francis School",19124-5300,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7310,Feltonville Intermediate,19120-4449,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7350,"Lowell, James R. School",19120-1871,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7370,"Washington, Grover Jr. Middle",19120-2514,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7380,"McClure, Alexander K. School",19140-2516,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7390,"Morrison, Andrew J. School",19120-3311,6
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7430,"Sullivan, James J. School",19124-2040,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7490,Prince Hall School,19141-1401,4
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7500,Feltonville Arts & Sciences,19120-4417,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7510,"Bethune, Mary McLeod School",19140-5305,2
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7530,"Rowen, William School",19126-1534,1
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,7730,"Clemente, Roberto Middle Schl",19140-2725,5
2021-2022,7100,"Cooke, Jay Elementary School",19141-2603,8310,"Moore, J. Hampton School",19111-4520,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,1200,"Barry, John Elementary School",19139-2304,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,1300,"Harrington, Avery D. School",19143-3117,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,1350,"Longstreth, William C. School",19143-4517,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,1360,"McMichael, Morton School",19104-1906,2
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,1460,"Anderson, Add B. School",19143-2343,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,2340,"McCall, Gen. George A. School",19106-4139,2
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,2390,"Morris, Robert School",19121-4630,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,2580,"Kirkbride, Eliza B. School",19147-6410,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3406,Aspira Charter at Stetson,19134-2202,3
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3409,Mastery Charter at Smedley,19124-1359,19
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3419,Lindley Academy Charter at Birney,19141-3920,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3421,Universal Charter Creighton,19120-2130,4
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3422,Philadelphia Charter For Arts and Sciences,19124-2505,25
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3423,Memphis St. Charter at J.P. Jones,19134-4314,8
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,3426,Mastery Charter at Pastorius,19138-1744,3
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,4350,Rhodes Elementary School,19132-1835,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,4460,"Duckrey, Tanner School",19121-2310,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,4530,"Gideon, Edward School",19121-1810,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,5170,"De Burgos, J. Elementary",19133-3111,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,5320,"Hartranft, John F. School",19133-2226,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,5340,"Ludlow, James R. School",19122-4341,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,5390,Potter-Thomas School,19133-2824,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,5500,"Marshall, Thurgood School",19120-3147,3
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,6360,Roosevelt Elementary School,19144-1631,4
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,6380,Shawmont School,19128-4032,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7110,"Harding, Warren G. Middle Sch",19124-2818,491
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,5
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7150,Juniata Park Academy,19124-4820,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7280,"Franklin, Benjamin School",19120-1629,2
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7290,"Stearne, Allen M. School",19124-4047,13
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7300,"Hopkinson, Francis School",19124-5300,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7370,"Washington, Grover Jr. Middle",19120-2514,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7460,"Ziegler, William H. School",19149-3446,2
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7470,Bridesburg School,19137-2231,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7500,Feltonville Arts & Sciences,19120-4417,3
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7510,"Bethune, Mary McLeod School",19140-5305,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,7730,"Clemente, Roberto Middle Schl",19140-2725,6
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8120,"Wilson, Woodrow Middle School",19111-3851,11
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8130,Northeast Community Propel Academy,19136-3539,15
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8140,"Meehan, Austin Middle School",19152-4533,11
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8160,Baldi Middle School,19115-3609,1
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8200,"Allen, Ethan School",19149-3123,8
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8210,"Brown, Joseph H. School",19136-2357,3
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8240,"Disston, Hamilton School",19135-2243,4
2021-2022,7110,"Harding, Warren G. Middle Sch",19124-2818,8350,"Spruance, Gilbert School",19149-2816,3
2021-2022,7120,"Fels, Samuel High School",19124-1707,1010,"Bartram, John High School",19142-2229,5
2021-2022,7120,"Fels, Samuel High School",19124-1707,1100,"Sayre, William L. High School",19139-3836,8
2021-2022,7120,"Fels, Samuel High School",19124-1707,2010,"Franklin, Benjamin High School",19130-4016,1
2021-2022,7120,"Fels, Samuel High School",19124-1707,2160,"Furness, Horace High School",19148-2635,1
2021-2022,7120,"Fels, Samuel High School",19124-1707,3414,Aspira Olney Charter High,19120-3410,76
2021-2022,7120,"Fels, Samuel High School",19124-1707,3416,Mastery Charter at Gratz,19140-3408,17
2021-2022,7120,"Fels, Samuel High School",19124-1707,4020,Overbrook High School,19131-3439,5
2021-2022,7120,"Fels, Samuel High School",19124-1707,4140,Strawberry Mansion High School,19121-1171,10
2021-2022,7120,"Fels, Samuel High School",19124-1707,5020,"Edison, Thomas A. High School",19140-2732,11
2021-2022,7120,"Fels, Samuel High School",19124-1707,5700,Kensington High School,19125-1737,16
2021-2022,7120,"Fels, Samuel High School",19124-1707,6030,Roxborough High School,19128-2516,6
2021-2022,7120,"Fels, Samuel High School",19124-1707,6060,"King, Martin Luther High Sch.",19138-1625,43
2021-2022,7120,"Fels, Samuel High School",19124-1707,7010,Frankford High School,19124-2610,66
2021-2022,7120,"Fels, Samuel High School",19124-1707,7120,"Fels, Samuel High School",19124-1707,585
2021-2022,7120,"Fels, Samuel High School",19124-1707,8010,"Lincoln, Abraham High School",19136-4318,23
2021-2022,7120,"Fels, Samuel High School",19124-1707,8020,Northeast High School,19111-3430,84
2021-2022,7120,"Fels, Samuel High School",19124-1707,8030,"Washington, George High School",19116-3718,2
2021-2022,7120,"Fels, Samuel High School",19124-1707,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,1490,"Blankenburg, Rudolph School",19131-4629,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,2370,"McDaniel, Delaplaine School",19145-1940,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,2490,"Waring, Laura W. School",19130-3903,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3406,Aspira Charter at Stetson,19134-2202,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3416,Mastery Charter at Gratz,19140-3408,3
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3419,Lindley Academy Charter at Birney,19141-3920,3
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3423,Memphis St. Charter at J.P. Jones,19134-4314,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,3426,Mastery Charter at Pastorius,19138-1744,32
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,4220,"Blaine, James G. School",19121-1801,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,4300,"Heston, Edward School",19131-4002,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,4460,"Duckrey, Tanner School",19121-2310,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,4560,"Kelley, William D. School",19121-2701,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,5340,"Ludlow, James R. School",19122-4341,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,5500,"Marshall, Thurgood School",19120-3147,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,5560,Spring Garden School,19123-2521,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6200,"Day, Anna B. School",19138-1032,4
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6210,"Edmonds, Franklin S. School",19150-2424,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6310,"McCloskey, John F. School",19150-1028,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6320,"Mifflin, Thomas School",19129-1632,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6350,"Pennypacker, Samuel School",19138-1228,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6360,Roosevelt Elementary School,19144-1631,7
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6390,"Steel, Edward School",19140-1717,3
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,6440,"Lingelbach, Anna L. School",19144-3113,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7100,"Cooke, Jay Elementary School",19141-2603,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7110,"Harding, Warren G. Middle Sch",19124-2818,4
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,353
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7270,"Finletter, Thomas K. School",19120-2024,4
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7290,"Stearne, Allen M. School",19124-4047,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7370,"Washington, Grover Jr. Middle",19120-2514,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7500,Feltonville Arts & Sciences,19120-4417,1
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,7730,"Clemente, Roberto Middle Schl",19140-2725,2
2021-2022,7130,"Wagner, Gen. Louis Middle Sch.",19126-3410,8200,"Allen, Ethan School",19149-3123,2
2021-2022,7150,Juniata Park Academy,19124-4820,3412,Mastery Charter at Frederick Douglass,19121-2100,2
2021-2022,7150,Juniata Park Academy,19124-4820,3415,Mastery Charter at Clymer,19133-1236,1
2021-2022,7150,Juniata Park Academy,19124-4820,3416,Mastery Charter at Gratz,19140-3408,1
2021-2022,7150,Juniata Park Academy,19124-4820,3420,Mastery Charter at Cleveland,19140-3555,1
2021-2022,7150,Juniata Park Academy,19124-4820,3422,Philadelphia Charter For Arts and Sciences,19124-2505,1
2021-2022,7150,Juniata Park Academy,19124-4820,3423,Memphis St. Charter at J.P. Jones,19134-4314,4
2021-2022,7150,Juniata Park Academy,19124-4820,3424,Universal Charter Alcorn,19146-3316,1
2021-2022,7150,Juniata Park Academy,19124-4820,5160,Penn Treaty High School,19125-3427,2
2021-2022,7150,Juniata Park Academy,19124-4820,5250,"Dunbar, Paul L. School",19122-2513,1
2021-2022,7150,Juniata Park Academy,19124-4820,5390,Potter-Thomas School,19133-2824,1
2021-2022,7150,Juniata Park Academy,19124-4820,5490,Cayuga School,19140-2302,1
2021-2022,7150,Juniata Park Academy,19124-4820,5530,"Sheridan, Philip H. School",19134-1309,2
2021-2022,7150,Juniata Park Academy,19124-4820,5680,"Munoz-Marin, Hon Luis School",19140-5721,1
2021-2022,7150,Juniata Park Academy,19124-4820,7110,"Harding, Warren G. Middle Sch",19124-2818,7
2021-2022,7150,Juniata Park Academy,19124-4820,7150,Juniata Park Academy,19124-4820,861
2021-2022,7150,Juniata Park Academy,19124-4820,7200,Barton School,19120-4446,2
2021-2022,7150,Juniata Park Academy,19124-4820,7220,"Carnell, Laura H. School",19111-5826,2
2021-2022,7150,Juniata Park Academy,19124-4820,7280,"Franklin, Benjamin School",19120-1629,1
2021-2022,7150,Juniata Park Academy,19124-4820,7290,"Stearne, Allen M. School",19124-4047,2
2021-2022,7150,Juniata Park Academy,19124-4820,7300,"Hopkinson, Francis School",19124-5300,10
2021-2022,7150,Juniata Park Academy,19124-4820,7310,Feltonville Intermediate,19120-4449,4
2021-2022,7150,Juniata Park Academy,19124-4820,7330,"Lawton, Henry W. School",19135-3644,2
2021-2022,7150,Juniata Park Academy,19124-4820,7360,"Marshall, John School",19124-3653,2
2021-2022,7150,Juniata Park Academy,19124-4820,7380,"McClure, Alexander K. School",19140-2516,3
2021-2022,7150,Juniata Park Academy,19124-4820,7400,Olney Elementary School,19120-3246,1
2021-2022,7150,Juniata Park Academy,19124-4820,7500,Feltonville Arts & Sciences,19120-4417,6
2021-2022,7150,Juniata Park Academy,19124-4820,7730,"Clemente, Roberto Middle Schl",19140-2725,2
2021-2022,7150,Juniata Park Academy,19124-4820,8120,"Wilson, Woodrow Middle School",19111-3851,2
2021-2022,7150,Juniata Park Academy,19124-4820,8140,"Meehan, Austin Middle School",19152-4533,2
2021-2022,7150,Juniata Park Academy,19124-4820,8200,"Allen, Ethan School",19149-3123,2
2021-2022,7150,Juniata Park Academy,19124-4820,8210,"Brown, Joseph H. School",19136-2357,1
2021-2022,7150,Juniata Park Academy,19124-4820,8300,Mayfair School,19149-1413,1
2021-2022,7150,Juniata Park Academy,19124-4820,8340,"Solis-Cohen, Solomon School",19149-1743,1
2021-2022,7150,Juniata Park Academy,19124-4820,8390,"Fitzpatrick, A. L. School",19154-3516,1
2021-2022,7200,Barton School,19120-4446,3409,Mastery Charter at Smedley,19124-1359,4
2021-2022,7200,Barton School,19120-4446,3415,Mastery Charter at Clymer,19133-1236,1
2021-2022,7200,Barton School,19120-4446,3421,Universal Charter Creighton,19120-2130,20
2021-2022,7200,Barton School,19120-4446,3426,Mastery Charter at Pastorius,19138-1744,2
2021-2022,7200,Barton School,19120-4446,3427,Mastery Charter at Wister,19144-2338,1
2021-2022,7200,Barton School,19120-4446,4530,"Gideon, Edward School",19121-1810,1
2021-2022,7200,Barton School,19120-4446,5260,"Elkin, Lewis School",19134-2335,1
2021-2022,7200,Barton School,19120-4446,5410,"Sheppard, Isaac A. School",19133-4132,1
2021-2022,7200,Barton School,19120-4446,5490,Cayuga School,19140-2302,4
2021-2022,7200,Barton School,19120-4446,5530,"Sheridan, Philip H. School",19134-1309,1
2021-2022,7200,Barton School,19120-4446,6390,"Steel, Edward School",19140-1717,3
2021-2022,7200,Barton School,19120-4446,7100,"Cooke, Jay Elementary School",19141-2603,1
2021-2022,7200,Barton School,19120-4446,7150,Juniata Park Academy,19124-4820,1
2021-2022,7200,Barton School,19120-4446,7200,Barton School,19120-4446,452
2021-2022,7200,Barton School,19120-4446,7220,"Carnell, Laura H. School",19111-5826,2
2021-2022,7200,Barton School,19120-4446,7280,"Franklin, Benjamin School",19120-1629,1
2021-2022,7200,Barton School,19120-4446,7330,"Lawton, Henry W. School",19135-3644,2
2021-2022,7200,Barton School,19120-4446,7350,"Lowell, James R. School",19120-1871,2
2021-2022,7200,Barton School,19120-4446,7390,"Morrison, Andrew J. School",19120-3311,2
2021-2022,7200,Barton School,19120-4446,7400,Olney Elementary School,19120-3246,1
2021-2022,7200,Barton School,19120-4446,7430,"Sullivan, James J. School",19124-2040,1
2021-2022,7200,Barton School,19120-4446,Data Not Available,Data Not Available,Data Not Available,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,1350,"Longstreth, William C. School",19143-4517,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,1360,"McMichael, Morton School",19104-1906,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,1380,"Morton, Thomas G. School",19142-3101,2
2021-2022,7220,"Carnell, Laura H. School",19111-5826,1390,"Powel, Samuel School",19104-5638,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,1400,"Patterson, John M. School",19142-1727,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3406,Aspira Charter at Stetson,19134-2202,2
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3407,Mastery Charter at Harrity,19143-2805,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3408,Mastery Charter at Mann,19131-3229,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3409,Mastery Charter at Smedley,19124-1359,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3419,Lindley Academy Charter at Birney,19141-3920,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3421,Universal Charter Creighton,19120-2130,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3422,Philadelphia Charter For Arts and Sciences,19124-2505,6
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3423,Memphis St. Charter at J.P. Jones,19134-4314,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,3428,G.L.A. Charter at Huey,19143-1521,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,4360,Kenderton Elementary,19140-5012,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,4460,"Duckrey, Tanner School",19121-2310,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,5260,"Elkin, Lewis School",19134-2335,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,5330,"Hunter, William H. School",19133-4001,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,5340,"Ludlow, James R. School",19122-4341,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,5530,"Sheridan, Philip H. School",19134-1309,2
2021-2022,7220,"Carnell, Laura H. School",19111-5826,6470,"Kelly, John B. School",19144-4022,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7100,"Cooke, Jay Elementary School",19141-2603,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7150,Juniata Park Academy,19124-4820,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7200,Barton School,19120-4446,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7220,"Carnell, Laura H. School",19111-5826,603
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7280,"Franklin, Benjamin School",19120-1629,5
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7310,Feltonville Intermediate,19120-4449,6
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7320,"Howe, Julia Ward School",19141-4121,2
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7370,"Washington, Grover Jr. Middle",19120-2514,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7430,"Sullivan, James J. School",19124-2040,2
2021-2022,7220,"Carnell, Laura H. School",19111-5826,7460,"Ziegler, William H. School",19149-3446,4
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8200,"Allen, Ethan School",19149-3123,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8230,"Crossan, Kennedy C. School",19111-3614,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8250,"Forrest, Edwin School",19136-4022,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8300,Mayfair School,19149-1413,3
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8310,"Moore, J. Hampton School",19111-4520,8
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8340,"Solis-Cohen, Solomon School",19149-1743,4
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8350,"Spruance, Gilbert School",19149-2816,6
2021-2022,7220,"Carnell, Laura H. School",19111-5826,8380,"Farrell, Louis H. School",19152-2725,1
2021-2022,7220,"Carnell, Laura H. School",19111-5826,Data Not Available,Data Not Available,Data Not Available,9
2021-2022,7260,Ellwood School,19126-2848,1440,Penrose School,19153-1201,1
2021-2022,7260,Ellwood School,19126-2848,3426,Mastery Charter at Pastorius,19138-1744,2
2021-2022,7260,Ellwood School,19126-2848,3427,Mastery Charter at Wister,19144-2338,1
2021-2022,7260,Ellwood School,19126-2848,4270,"Dick, William School",19121-1311,1
2021-2022,7260,Ellwood School,19126-2848,4350,Rhodes Elementary School,19132-1835,1
2021-2022,7260,Ellwood School,19126-2848,4380,"Peirce, Thomas M. School",19132-4841,2
2021-2022,7260,Ellwood School,19126-2848,4570,"Meade, Gen. George G. School",19121-3232,1
2021-2022,7260,Ellwood School,19126-2848,5390,Potter-Thomas School,19133-2824,2
2021-2022,7260,Ellwood School,19126-2848,5490,Cayuga School,19140-2302,1
