School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2020-2021,3310,Lab Sch of Communication & Lang,19140,7390,"Morrison, Andrew J. School",19120,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,7400,Olney Elementary School,19120,5
2020-2021,3310,Lab Sch of Communication & Lang,19140,7430,"Sullivan, James J. School",19124,5
2020-2021,3310,Lab Sch of Communication & Lang,19140,7440,"Taylor, Bayard School",19140,4
2020-2021,3310,Lab Sch of Communication & Lang,19140,7460,"Ziegler, William H. School",19149,3
2020-2021,3310,Lab Sch of Communication & Lang,19140,7490,Prince Hall School,19141,6
2020-2021,3310,Lab Sch of Communication & Lang,19140,7510,"Bethune, Mary McLeod School",19140,12
2020-2021,3310,Lab Sch of Communication & Lang,19140,7530,"Rowen, William School",19126,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,7730,"Clemente, Roberto Middle Schl",19140,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8120,"Wilson, Woodrow Middle School",19111,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8160,Baldi Middle School,19115,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,8200,"Allen, Ethan School",19149,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8240,"Disston, Hamilton School",19135,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8250,"Forrest, Edwin School",19136,4
2020-2021,3310,Lab Sch of Communication & Lang,19140,8270,"Holme, Thomas School",19114,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,8300,Mayfair School,19149,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,8310,"Moore, J. Hampton School",19111,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8350,"Spruance, Gilbert School",19149,3
2020-2021,3310,Lab Sch of Communication & Lang,19140,8360,Rhawnhurst School,19152,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,8410,"Pollock, Robert B. School",19152,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8420,"Decatur, Stephen School",19154,2
2020-2021,3310,Lab Sch of Communication & Lang,19140,8770,Hancock Demonstration School,19114,1
2020-2021,3310,Lab Sch of Communication & Lang,19140,Data Not Available,Data Not Available,Data Not Available,40
2020-2021,3312,Multicultural Academy,19140,1010,"Bartram, John High School",19142,13
2020-2021,3312,Multicultural Academy,19140,1020,West Philadelphia High School,19139,3
2020-2021,3312,Multicultural Academy,19140,1100,"Sayre, William L. High School",19139,7
2020-2021,3312,Multicultural Academy,19140,2000,South Philadelphia H.S.,19148,2
2020-2021,3312,Multicultural Academy,19140,2010,"Franklin, Benjamin High School",19130,8
2020-2021,3312,Multicultural Academy,19140,3414,Aspira Olney Charter High,19120,27
2020-2021,3312,Multicultural Academy,19140,3416,Mastery Charter at Gratz,19140,26
2020-2021,3312,Multicultural Academy,19140,3417,Universal Charter Audenried,19145,3
2020-2021,3312,Multicultural Academy,19140,4020,Overbrook High School,19131,16
2020-2021,3312,Multicultural Academy,19140,4140,Strawberry Mansion High School,19121,10
2020-2021,3312,Multicultural Academy,19140,5020,"Edison, Thomas A. High School",19140,7
2020-2021,3312,Multicultural Academy,19140,5160,Penn Treaty High School,19125,3
2020-2021,3312,Multicultural Academy,19140,5180,Vaux High School,19121,3
2020-2021,3312,Multicultural Academy,19140,5700,Kensington High School,19125,12
2020-2021,3312,Multicultural Academy,19140,6030,Roxborough High School,19128,4
2020-2021,3312,Multicultural Academy,19140,6060,"King, Martin Luther High Sch.",19138,67
2020-2021,3312,Multicultural Academy,19140,7010,Frankford High School,19124,25
2020-2021,3312,Multicultural Academy,19140,7120,"Fels, Samuel High School",19124,20
2020-2021,3312,Multicultural Academy,19140,8010,"Lincoln, Abraham High School",19136,10
2020-2021,3312,Multicultural Academy,19140,8020,Northeast High School,19111,13
2020-2021,3312,Multicultural Academy,19140,8030,"Washington, George High School",19116,1
2020-2021,3312,Multicultural Academy,19140,Data Not Available,Data Not Available,Data Not Available,2
2020-2021,3313,Preparatory Charter School,19145,1010,"Bartram, John High School",19142,143
2020-2021,3313,Preparatory Charter School,19145,1020,West Philadelphia High School,19139,11
2020-2021,3313,Preparatory Charter School,19145,1100,"Sayre, William L. High School",19139,48
2020-2021,3313,Preparatory Charter School,19145,2000,South Philadelphia H.S.,19148,126
2020-2021,3313,Preparatory Charter School,19145,2010,"Franklin, Benjamin High School",19130,7
2020-2021,3313,Preparatory Charter School,19145,2160,"Furness, Horace High School",19148,71
2020-2021,3313,Preparatory Charter School,19145,3414,Aspira Olney Charter High,19120,1
2020-2021,3313,Preparatory Charter School,19145,3416,Mastery Charter at Gratz,19140,5
2020-2021,3313,Preparatory Charter School,19145,3417,Universal Charter Audenried,19145,126
2020-2021,3313,Preparatory Charter School,19145,4020,Overbrook High School,19131,26
2020-2021,3313,Preparatory Charter School,19145,4140,Strawberry Mansion High School,19121,2
2020-2021,3313,Preparatory Charter School,19145,5020,"Edison, Thomas A. High School",19140,3
2020-2021,3313,Preparatory Charter School,19145,5160,Penn Treaty High School,19125,1
2020-2021,3313,Preparatory Charter School,19145,5180,Vaux High School,19121,3
2020-2021,3313,Preparatory Charter School,19145,5700,Kensington High School,19125,4
2020-2021,3313,Preparatory Charter School,19145,6030,Roxborough High School,19128,7
2020-2021,3313,Preparatory Charter School,19145,6060,"King, Martin Luther High Sch.",19138,17
2020-2021,3313,Preparatory Charter School,19145,7010,Frankford High School,19124,7
2020-2021,3313,Preparatory Charter School,19145,7120,"Fels, Samuel High School",19124,7
2020-2021,3313,Preparatory Charter School,19145,8010,"Lincoln, Abraham High School",19136,5
2020-2021,3313,Preparatory Charter School,19145,8020,Northeast High School,19111,4
2020-2021,3313,Preparatory Charter School,19145,8030,"Washington, George High School",19116,2
2020-2021,3313,Preparatory Charter School,19145,Data Not Available,Data Not Available,Data Not Available,4
2020-2021,3314,West Oak Lane Charter School,19138,1290,"Hamilton, Andrew School",19139,1
2020-2021,3314,West Oak Lane Charter School,19138,1350,"Longstreth, William C. School",19143,1
2020-2021,3314,West Oak Lane Charter School,19138,1400,"Patterson, John M. School",19142,2
2020-2021,3314,West Oak Lane Charter School,19138,1410,"Rhoads, James School",19139,2
2020-2021,3314,West Oak Lane Charter School,19138,1460,"Anderson, Add B. School",19143,1
2020-2021,3314,West Oak Lane Charter School,19138,2370,"McDaniel, Delaplaine School",19145,4
2020-2021,3314,West Oak Lane Charter School,19138,2390,"Morris, Robert School",19121,2
2020-2021,3314,West Oak Lane Charter School,19138,3368,Belmont Elementary Charter,19104,2
2020-2021,3314,West Oak Lane Charter School,19138,3409,Mastery Charter at Smedley,19124,1
2020-2021,3314,West Oak Lane Charter School,19138,3410,Universal Charter Bluford,19131,1
2020-2021,3314,West Oak Lane Charter School,19138,3411,Universal Charter Daroff,19139,5
2020-2021,3314,West Oak Lane Charter School,19138,3412,Mastery Charter at Frederick Douglass,19121,3
2020-2021,3314,West Oak Lane Charter School,19138,3415,Mastery Charter at Clymer,19133,2
2020-2021,3314,West Oak Lane Charter School,19138,3419,Lindley Academy Charter at Birney,19141,17
2020-2021,3314,West Oak Lane Charter School,19138,3420,Mastery Charter at Cleveland,19140,5
2020-2021,3314,West Oak Lane Charter School,19138,3421,Universal Charter Creighton,19120,1
2020-2021,3314,West Oak Lane Charter School,19138,3422,Philadelphia Charter For Arts and Sciences,19124,5
2020-2021,3314,West Oak Lane Charter School,19138,3423,Memphis St. Charter at J.P. Jones,19134,1
2020-2021,3314,West Oak Lane Charter School,19138,3426,Mastery Charter at Pastorius,19138,76
2020-2021,3314,West Oak Lane Charter School,19138,3427,Mastery Charter at Wister,19144,11
2020-2021,3314,West Oak Lane Charter School,19138,3428,G.L.A. Charter at Huey,19143,4
2020-2021,3314,West Oak Lane Charter School,19138,4240,"Cassidy, Lewis C Academics Plus",19151,1
2020-2021,3314,West Oak Lane Charter School,19138,4270,"Dick, William School",19121,2
2020-2021,3314,West Oak Lane Charter School,19138,4320,"Lamberton, Robert E Elementary",19151,4
2020-2021,3314,West Oak Lane Charter School,19138,4350,Rhodes Elementary School,19132,6
2020-2021,3314,West Oak Lane Charter School,19138,4360,Kenderton Elementary,19140,3
2020-2021,3314,West Oak Lane Charter School,19138,4380,"Peirce, Thomas M. School",19129,5
2020-2021,3314,West Oak Lane Charter School,19138,4440,"Allen, Dr. Ethel School",19132,2
2020-2021,3314,West Oak Lane Charter School,19138,4560,"Kelley, William D. School",19121,2
2020-2021,3314,West Oak Lane Charter School,19138,5440,"Willard, Frances E. School",19134,1
2020-2021,3314,West Oak Lane Charter School,19138,5480,"Kearny, Gen. Philip School",19123,5
2020-2021,3314,West Oak Lane Charter School,19138,5500,"Marshall, Thurgood School",19120,7
2020-2021,3314,West Oak Lane Charter School,19138,6200,"Day, Anna B. School",19138,75
2020-2021,3314,West Oak Lane Charter School,19138,6210,"Edmonds, Franklin S. School",19150,54
2020-2021,3314,West Oak Lane Charter School,19138,6220,"Emlen, Eleanor C. School",19119,33
2020-2021,3314,West Oak Lane Charter School,19138,6250,"Henry, Charles W. School",19119,4
2020-2021,3314,West Oak Lane Charter School,19138,6260,"Houston, Henry H. School",19119,4
2020-2021,3314,West Oak Lane Charter School,19138,6270,Jenks Academy Arts & Sciences,19118,2
2020-2021,3314,West Oak Lane Charter School,19138,6300,"Logan, James School",19141,7
2020-2021,3314,West Oak Lane Charter School,19138,6310,"McCloskey, John F. School",19150,17
2020-2021,3314,West Oak Lane Charter School,19138,6320,"Mifflin, Thomas School",19129,1
2020-2021,3314,West Oak Lane Charter School,19138,6340,"Pennell, Joseph Elementary",19141,38
2020-2021,3314,West Oak Lane Charter School,19138,6350,"Pennypacker, Samuel School",19138,131
2020-2021,3314,West Oak Lane Charter School,19138,6360,Roosevelt Elementary School,19144,76
2020-2021,3314,West Oak Lane Charter School,19138,6390,"Steel, Edward School",19140,12
2020-2021,3314,West Oak Lane Charter School,19138,6410,Cook-Wissahickon School,19128,2
2020-2021,3314,West Oak Lane Charter School,19138,6440,"Lingelbach, Anna L. School",19144,2
2020-2021,3314,West Oak Lane Charter School,19138,6470,"Kelly, John B. School",19144,21
2020-2021,3314,West Oak Lane Charter School,19138,7100,"Cooke, Jay Elementary School",19141,7
2020-2021,3314,West Oak Lane Charter School,19138,7110,"Harding, Warren G. Middle Sch",19124,7
2020-2021,3314,West Oak Lane Charter School,19138,7130,"Wagner, Gen. Louis Middle Sch.",19126,78
2020-2021,3314,West Oak Lane Charter School,19138,7220,"Carnell, Laura H. School",19111,11
2020-2021,3314,West Oak Lane Charter School,19138,7260,Ellwood School,19126,17
2020-2021,3314,West Oak Lane Charter School,19138,7270,"Finletter, Thomas K. School",19120,24
2020-2021,3314,West Oak Lane Charter School,19138,7280,"Franklin, Benjamin School",19120,11
2020-2021,3314,West Oak Lane Charter School,19138,7290,"Stearne, Allen M. School",19124,1
2020-2021,3314,West Oak Lane Charter School,19138,7300,"Hopkinson, Francis School",19124,1
2020-2021,3314,West Oak Lane Charter School,19138,7310,Feltonville Intermediate,19120,1
2020-2021,3314,West Oak Lane Charter School,19138,7320,"Howe, Julia Ward School",19141,35
2020-2021,3314,West Oak Lane Charter School,19138,7350,"Lowell, James R. School",19120,20
2020-2021,3314,West Oak Lane Charter School,19138,7370,"Washington, Grover Jr. Middle",19120,19
2020-2021,3314,West Oak Lane Charter School,19138,7380,"McClure, Alexander K. School",19140,1
2020-2021,3314,West Oak Lane Charter School,19138,7390,"Morrison, Andrew J. School",19120,6
2020-2021,3314,West Oak Lane Charter School,19138,7440,"Taylor, Bayard School",19140,2
2020-2021,3314,West Oak Lane Charter School,19138,7460,"Ziegler, William H. School",19149,1
2020-2021,3314,West Oak Lane Charter School,19138,7490,Prince Hall School,19141,55
2020-2021,3314,West Oak Lane Charter School,19138,7500,Feltonville Arts & Sciences,19120,3
2020-2021,3314,West Oak Lane Charter School,19138,7510,"Bethune, Mary McLeod School",19140,3
2020-2021,3314,West Oak Lane Charter School,19138,7530,"Rowen, William School",19126,71
2020-2021,3314,West Oak Lane Charter School,19138,8120,"Wilson, Woodrow Middle School",19111,5
2020-2021,3314,West Oak Lane Charter School,19138,8140,"Meehan, Austin Middle School",19152,1
2020-2021,3314,West Oak Lane Charter School,19138,8160,Baldi Middle School,19115,1
2020-2021,3314,West Oak Lane Charter School,19138,8200,"Allen, Ethan School",19149,2
2020-2021,3314,West Oak Lane Charter School,19138,8210,"Brown, Joseph H. School",19136,1
2020-2021,3314,West Oak Lane Charter School,19138,8230,"Crossan, Kennedy C. School",19111,1
2020-2021,3314,West Oak Lane Charter School,19138,8240,"Disston, Hamilton School",19135,3
2020-2021,3314,West Oak Lane Charter School,19138,8250,"Forrest, Edwin School",19136,1
2020-2021,3314,West Oak Lane Charter School,19138,8260,Fox Chase School,19111,2
2020-2021,3314,West Oak Lane Charter School,19138,8270,"Holme, Thomas School",19114,1
2020-2021,3314,West Oak Lane Charter School,19138,8300,Mayfair School,19149,1
2020-2021,3314,West Oak Lane Charter School,19138,8310,"Moore, J. Hampton School",19111,4
2020-2021,3314,West Oak Lane Charter School,19138,8360,Rhawnhurst School,19152,1
2020-2021,3314,West Oak Lane Charter School,19138,8410,"Pollock, Robert B. School",19152,1
2020-2021,3314,West Oak Lane Charter School,19138,Data Not Available,Data Not Available,Data Not Available,4
2020-2021,3315,Alliance For Progress Charter,19121,1130,Tilden Middle School,19142,1
2020-2021,3315,Alliance For Progress Charter,19121,1200,"Barry, John Elementary School",19139,1
2020-2021,3315,Alliance For Progress Charter,19121,1230,"Bryant, William C. School",19143,1
2020-2021,3315,Alliance For Progress Charter,19121,1260,"Comegys, Benjamin B. School",19143,1
2020-2021,3315,Alliance For Progress Charter,19121,1280,Penn Alexander School,19104,1
2020-2021,3315,Alliance For Progress Charter,19121,1300,"Harrington, Avery D. School",19143,1
2020-2021,3315,Alliance For Progress Charter,19121,1340,"Lea, Henry C.",19139,3
2020-2021,3315,Alliance For Progress Charter,19121,1350,"Longstreth, William C. School",19143,2
2020-2021,3315,Alliance For Progress Charter,19121,1410,"Rhoads, James School",19139,5
2020-2021,3315,Alliance For Progress Charter,19121,1440,Penrose School,19153,2
2020-2021,3315,Alliance For Progress Charter,19121,1460,"Anderson, Add B. School",19143,2
2020-2021,3315,Alliance For Progress Charter,19121,1470,"Locke, Alain School",19139,1
2020-2021,3315,Alliance For Progress Charter,19121,1490,"Blankenburg, Rudolph School",19131,3
2020-2021,3315,Alliance For Progress Charter,19121,2210,Bache-Martin School,19130,5
2020-2021,3315,Alliance For Progress Charter,19121,2260,"Childs, George W. School",19146,2
2020-2021,3315,Alliance For Progress Charter,19121,2370,"McDaniel, Delaplaine School",19145,3
2020-2021,3315,Alliance For Progress Charter,19121,2390,"Morris, Robert School",19121,7
2020-2021,3315,Alliance For Progress Charter,19121,2480,"Arthur, Chester A. School",19146,1
2020-2021,3315,Alliance For Progress Charter,19121,2490,"Waring, Laura W. School",19130,6
2020-2021,3315,Alliance For Progress Charter,19121,2510,"Jackson, Andrew School",19147,2
2020-2021,3315,Alliance For Progress Charter,19121,3368,Belmont Elementary Charter,19104,2
2020-2021,3315,Alliance For Progress Charter,19121,3407,Mastery Charter at Harrity,19143,1
2020-2021,3315,Alliance For Progress Charter,19121,3410,Universal Charter Bluford,19131,5
2020-2021,3315,Alliance For Progress Charter,19121,3411,Universal Charter Daroff,19139,5
2020-2021,3315,Alliance For Progress Charter,19121,3412,Mastery Charter at Frederick Douglass,19121,55
2020-2021,3315,Alliance For Progress Charter,19121,3415,Mastery Charter at Clymer,19133,8
2020-2021,3315,Alliance For Progress Charter,19121,3416,Mastery Charter at Gratz,19140,3
2020-2021,3315,Alliance For Progress Charter,19121,3419,Lindley Academy Charter at Birney,19141,10
2020-2021,3315,Alliance For Progress Charter,19121,3420,Mastery Charter at Cleveland,19140,13
2020-2021,3315,Alliance For Progress Charter,19121,3421,Universal Charter Creighton,19120,4
2020-2021,3315,Alliance For Progress Charter,19121,3423,Memphis St. Charter at J.P. Jones,19134,2
2020-2021,3315,Alliance For Progress Charter,19121,3424,Universal Charter Alcorn,19146,3
2020-2021,3315,Alliance For Progress Charter,19121,3426,Mastery Charter at Pastorius,19138,4
2020-2021,3315,Alliance For Progress Charter,19121,3427,Mastery Charter at Wister,19144,6
2020-2021,3315,Alliance For Progress Charter,19121,4220,"Blaine, James G. School",19121,9
2020-2021,3315,Alliance For Progress Charter,19121,4240,"Cassidy, Lewis C Academics Plus",19151,3
2020-2021,3315,Alliance For Progress Charter,19121,4270,"Dick, William School",19121,37
2020-2021,3315,Alliance For Progress Charter,19121,4280,"Gompers, Samuel School",19131,1
2020-2021,3315,Alliance For Progress Charter,19121,4300,"Heston, Edward School",19131,3
2020-2021,3315,Alliance For Progress Charter,19121,4350,Rhodes Elementary School,19132,27
2020-2021,3315,Alliance For Progress Charter,19121,4360,Kenderton Elementary,19140,10
2020-2021,3315,Alliance For Progress Charter,19121,4370,Overbrook Elementary School,19151,1
2020-2021,3315,Alliance For Progress Charter,19121,4380,"Peirce, Thomas M. School",19129,15
2020-2021,3315,Alliance For Progress Charter,19121,4440,"Allen, Dr. Ethel School",19132,11
2020-2021,3315,Alliance For Progress Charter,19121,4460,"Duckrey, Tanner School",19121,37
2020-2021,3315,Alliance For Progress Charter,19121,4470,"Wright, Richard R. School",19132,11
2020-2021,3315,Alliance For Progress Charter,19121,4530,"Gideon, Edward School",19121,11
2020-2021,3315,Alliance For Progress Charter,19121,4560,"Kelley, William D. School",19121,15
2020-2021,3315,Alliance For Progress Charter,19121,4570,"Meade, Gen. George G. School",19121,53
2020-2021,3315,Alliance For Progress Charter,19121,5210,"Brown, Henry A. School",19125,1
2020-2021,3315,Alliance For Progress Charter,19121,5250,"Dunbar, Paul L. School",19122,1
2020-2021,3315,Alliance For Progress Charter,19121,5260,"Elkin, Lewis School",19134,2
2020-2021,3315,Alliance For Progress Charter,19121,5320,"Hartranft, John F. School",19133,5
2020-2021,3315,Alliance For Progress Charter,19121,5340,"Ludlow, James R. School",19122,8
2020-2021,3315,Alliance For Progress Charter,19121,5350,"McKinley, William School",19122,3
2020-2021,3315,Alliance For Progress Charter,19121,5370,"Moffet, John School",19122,1
2020-2021,3315,Alliance For Progress Charter,19121,5400,Richmond School,19134,1
2020-2021,3315,Alliance For Progress Charter,19121,5440,"Willard, Frances E. School",19134,1
2020-2021,3315,Alliance For Progress Charter,19121,5470,"Cramp, William School",19140,1
2020-2021,3315,Alliance For Progress Charter,19121,5480,"Kearny, Gen. Philip School",19123,2
2020-2021,3315,Alliance For Progress Charter,19121,5490,Cayuga School,19140,1
2020-2021,3315,Alliance For Progress Charter,19121,5500,"Marshall, Thurgood School",19120,2
2020-2021,3315,Alliance For Progress Charter,19121,5560,Spring Garden School,19123,11
2020-2021,3315,Alliance For Progress Charter,19121,6200,"Day, Anna B. School",19138,1
2020-2021,3315,Alliance For Progress Charter,19121,6210,"Edmonds, Franklin S. School",19150,2
2020-2021,3315,Alliance For Progress Charter,19121,6220,"Emlen, Eleanor C. School",19119,4
2020-2021,3315,Alliance For Progress Charter,19121,6300,"Logan, James School",19141,1
2020-2021,3315,Alliance For Progress Charter,19121,6310,"McCloskey, John F. School",19150,2
2020-2021,3315,Alliance For Progress Charter,19121,6350,"Pennypacker, Samuel School",19138,4
2020-2021,3315,Alliance For Progress Charter,19121,6360,Roosevelt Elementary School,19144,6
2020-2021,3315,Alliance For Progress Charter,19121,6390,"Steel, Edward School",19140,8
2020-2021,3315,Alliance For Progress Charter,19121,6470,"Kelly, John B. School",19144,6
2020-2021,3315,Alliance For Progress Charter,19121,7100,"Cooke, Jay Elementary School",19141,5
2020-2021,3315,Alliance For Progress Charter,19121,7130,"Wagner, Gen. Louis Middle Sch.",19126,7
2020-2021,3315,Alliance For Progress Charter,19121,7260,Ellwood School,19126,3
2020-2021,3315,Alliance For Progress Charter,19121,7270,"Finletter, Thomas K. School",19120,2
2020-2021,3315,Alliance For Progress Charter,19121,7280,"Franklin, Benjamin School",19120,1
2020-2021,3315,Alliance For Progress Charter,19121,7290,"Stearne, Allen M. School",19124,1
2020-2021,3315,Alliance For Progress Charter,19121,7300,"Hopkinson, Francis School",19124,2
2020-2021,3315,Alliance For Progress Charter,19121,7320,"Howe, Julia Ward School",19141,4
2020-2021,3315,Alliance For Progress Charter,19121,7330,"Lawton, Henry W. School",19135,1
2020-2021,3315,Alliance For Progress Charter,19121,7350,"Lowell, James R. School",19120,3
2020-2021,3315,Alliance For Progress Charter,19121,7370,"Washington, Grover Jr. Middle",19120,1
2020-2021,3315,Alliance For Progress Charter,19121,7380,"McClure, Alexander K. School",19140,2
2020-2021,3315,Alliance For Progress Charter,19121,7390,"Morrison, Andrew J. School",19120,2
2020-2021,3315,Alliance For Progress Charter,19121,7400,Olney Elementary School,19120,4
2020-2021,3315,Alliance For Progress Charter,19121,7440,"Taylor, Bayard School",19140,1
2020-2021,3315,Alliance For Progress Charter,19121,7460,"Ziegler, William H. School",19149,1
2020-2021,3315,Alliance For Progress Charter,19121,7490,Prince Hall School,19141,2
2020-2021,3315,Alliance For Progress Charter,19121,7510,"Bethune, Mary McLeod School",19140,2
2020-2021,3315,Alliance For Progress Charter,19121,7530,"Rowen, William School",19126,1
2020-2021,3315,Alliance For Progress Charter,19121,8250,"Forrest, Edwin School",19136,1
2020-2021,3315,Alliance For Progress Charter,19121,8300,Mayfair School,19149,1
2020-2021,3315,Alliance For Progress Charter,19121,8310,"Moore, J. Hampton School",19111,3
2020-2021,3315,Alliance For Progress Charter,19121,Data Not Available,Data Not Available,Data Not Available,3
2020-2021,3318,Freire Charter School,19103,1010,"Bartram, John High School",19142,76
2020-2021,3318,Freire Charter School,19103,1020,West Philadelphia High School,19139,26
2020-2021,3318,Freire Charter School,19103,1100,"Sayre, William L. High School",19139,66
2020-2021,3318,Freire Charter School,19103,1130,Tilden Middle School,19142,34
2020-2021,3318,Freire Charter School,19103,1200,"Barry, John Elementary School",19139,13
2020-2021,3318,Freire Charter School,19103,1230,"Bryant, William C. School",19143,6
2020-2021,3318,Freire Charter School,19103,1250,"Catharine, Joseph School",19142,2
2020-2021,3318,Freire Charter School,19103,1260,"Comegys, Benjamin B. School",19143,6
2020-2021,3318,Freire Charter School,19103,1290,"Hamilton, Andrew School",19139,3
2020-2021,3318,Freire Charter School,19103,1300,"Harrington, Avery D. School",19143,2
2020-2021,3318,Freire Charter School,19103,1340,"Lea, Henry C.",19139,2
2020-2021,3318,Freire Charter School,19103,1350,"Longstreth, William C. School",19143,6
2020-2021,3318,Freire Charter School,19103,1360,"McMichael, Morton School",19104,3
2020-2021,3318,Freire Charter School,19103,1370,Mitchell Elementary School,19143,7
2020-2021,3318,Freire Charter School,19103,1380,"Morton, Thomas G. School",19142,5
2020-2021,3318,Freire Charter School,19103,1410,"Rhoads, James School",19139,9
2020-2021,3318,Freire Charter School,19103,1440,Penrose School,19153,3
2020-2021,3318,Freire Charter School,19103,1460,"Anderson, Add B. School",19143,5
2020-2021,3318,Freire Charter School,19103,1470,"Locke, Alain School",19139,5
2020-2021,3318,Freire Charter School,19103,1490,"Blankenburg, Rudolph School",19131,4
2020-2021,3318,Freire Charter School,19103,2000,South Philadelphia H.S.,19148,19
2020-2021,3318,Freire Charter School,19103,2010,"Franklin, Benjamin High School",19130,13
2020-2021,3318,Freire Charter School,19103,2160,"Furness, Horace High School",19148,9
2020-2021,3318,Freire Charter School,19103,2210,Bache-Martin School,19130,2
2020-2021,3318,Freire Charter School,19103,2260,"Childs, George W. School",19146,2
2020-2021,3318,Freire Charter School,19103,2370,"McDaniel, Delaplaine School",19145,14
2020-2021,3318,Freire Charter School,19103,2390,"Morris, Robert School",19121,9
2020-2021,3318,Freire Charter School,19103,2450,"Stanton, Edwin M. School",19146,5
2020-2021,3318,Freire Charter School,19103,2490,"Waring, Laura W. School",19130,4
2020-2021,3318,Freire Charter School,19103,2510,"Jackson, Andrew School",19147,1
2020-2021,3318,Freire Charter School,19103,2580,"Kirkbride, Eliza B. School",19147,1
2020-2021,3318,Freire Charter School,19103,3368,Belmont Elementary Charter,19104,3
2020-2021,3318,Freire Charter School,19103,3407,Mastery Charter at Harrity,19143,9
2020-2021,3318,Freire Charter School,19103,3408,Mastery Charter at Mann,19131,3
2020-2021,3318,Freire Charter School,19103,3410,Universal Charter Bluford,19131,3
2020-2021,3318,Freire Charter School,19103,3411,Universal Charter Daroff,19139,6
2020-2021,3318,Freire Charter School,19103,3412,Mastery Charter at Frederick Douglass,19121,4
2020-2021,3318,Freire Charter School,19103,3414,Aspira Olney Charter High,19120,18
2020-2021,3318,Freire Charter School,19103,3415,Mastery Charter at Clymer,19133,2
2020-2021,3318,Freire Charter School,19103,3416,Mastery Charter at Gratz,19140,18
2020-2021,3318,Freire Charter School,19103,3417,Universal Charter Audenried,19145,12
2020-2021,3318,Freire Charter School,19103,3418,Universal Charter Vare,19145,11
2020-2021,3318,Freire Charter School,19103,3419,Lindley Academy Charter at Birney,19141,2
2020-2021,3318,Freire Charter School,19103,3420,Mastery Charter at Cleveland,19140,4
2020-2021,3318,Freire Charter School,19103,3421,Universal Charter Creighton,19120,1
2020-2021,3318,Freire Charter School,19103,3422,Philadelphia Charter For Arts and Sciences,19124,2
2020-2021,3318,Freire Charter School,19103,3423,Memphis St. Charter at J.P. Jones,19134,10
2020-2021,3318,Freire Charter School,19103,3424,Universal Charter Alcorn,19146,6
2020-2021,3318,Freire Charter School,19103,3426,Mastery Charter at Pastorius,19138,2
2020-2021,3318,Freire Charter School,19103,3428,G.L.A. Charter at Huey,19143,2
2020-2021,3318,Freire Charter School,19103,4020,Overbrook High School,19131,77
2020-2021,3318,Freire Charter School,19103,4140,Strawberry Mansion High School,19121,20
2020-2021,3318,Freire Charter School,19103,4220,"Blaine, James G. School",19121,3
2020-2021,3318,Freire Charter School,19103,4240,"Cassidy, Lewis C Academics Plus",19151,11
2020-2021,3318,Freire Charter School,19103,4270,"Dick, William School",19121,10
2020-2021,3318,Freire Charter School,19103,4280,"Gompers, Samuel School",19131,2
2020-2021,3318,Freire Charter School,19103,4300,"Heston, Edward School",19131,16
2020-2021,3318,Freire Charter School,19103,4320,"Lamberton, Robert E Elementary",19151,6
2020-2021,3318,Freire Charter School,19103,4350,Rhodes Elementary School,19132,21
2020-2021,3318,Freire Charter School,19103,4360,Kenderton Elementary,19140,7
2020-2021,3318,Freire Charter School,19103,4370,Overbrook Elementary School,19151,1
2020-2021,3318,Freire Charter School,19103,4380,"Peirce, Thomas M. School",19129,6
2020-2021,3318,Freire Charter School,19103,4440,"Allen, Dr. Ethel School",19132,4
2020-2021,3318,Freire Charter School,19103,4460,"Duckrey, Tanner School",19121,6
2020-2021,3318,Freire Charter School,19103,4470,"Wright, Richard R. School",19132,3
2020-2021,3318,Freire Charter School,19103,4530,"Gideon, Edward School",19121,7
2020-2021,3318,Freire Charter School,19103,4560,"Kelley, William D. School",19121,4
2020-2021,3318,Freire Charter School,19103,4570,"Meade, Gen. George G. School",19121,5
2020-2021,3318,Freire Charter School,19103,5020,"Edison, Thomas A. High School",19140,6
2020-2021,3318,Freire Charter School,19103,5160,Penn Treaty High School,19125,6
2020-2021,3318,Freire Charter School,19103,5180,Vaux High School,19121,11
2020-2021,3318,Freire Charter School,19103,5200,"Adaire, Alexander School",19125,1
2020-2021,3318,Freire Charter School,19103,5250,"Dunbar, Paul L. School",19122,3
2020-2021,3318,Freire Charter School,19103,5320,"Hartranft, John F. School",19133,4
2020-2021,3318,Freire Charter School,19103,5330,"Hunter, William H. School",19133,1
2020-2021,3318,Freire Charter School,19103,5340,"Ludlow, James R. School",19122,4
2020-2021,3318,Freire Charter School,19103,5350,"McKinley, William School",19122,2
