School Year,Enrolled School ID,Enrolled School Name,Enrolled School Zip Code,Catchment School ID,Catchment School Name,Catchment School Zip Code,Student Counts
2020-2021,1030,High School of the Future,19104,7010,Frankford High School,19124,10
2020-2021,1030,High School of the Future,19104,7120,"Fels, Samuel High School",19124,20
2020-2021,1030,High School of the Future,19104,8010,"Lincoln, Abraham High School",19136,7
2020-2021,1030,High School of the Future,19104,8020,Northeast High School,19111,15
2020-2021,1030,High School of the Future,19104,8030,"Washington, George High School",19116,3
2020-2021,1030,High School of the Future,19104,Data Not Available,Data Not Available,Data Not Available,7
2020-2021,1050,"Robeson, Paul High School",19104,1010,"Bartram, John High School",19142,70
2020-2021,1050,"Robeson, Paul High School",19104,1020,West Philadelphia High School,19139,20
2020-2021,1050,"Robeson, Paul High School",19104,1100,"Sayre, William L. High School",19139,65
2020-2021,1050,"Robeson, Paul High School",19104,2000,South Philadelphia H.S.,19148,7
2020-2021,1050,"Robeson, Paul High School",19104,2010,"Franklin, Benjamin High School",19130,3
2020-2021,1050,"Robeson, Paul High School",19104,3414,Aspira Olney Charter High,19120,5
2020-2021,1050,"Robeson, Paul High School",19104,3416,Mastery Charter at Gratz,19140,6
2020-2021,1050,"Robeson, Paul High School",19104,3417,Universal Charter Audenried,19145,3
2020-2021,1050,"Robeson, Paul High School",19104,4020,Overbrook High School,19131,91
2020-2021,1050,"Robeson, Paul High School",19104,4140,Strawberry Mansion High School,19121,5
2020-2021,1050,"Robeson, Paul High School",19104,5020,"Edison, Thomas A. High School",19140,3
2020-2021,1050,"Robeson, Paul High School",19104,5180,Vaux High School,19121,1
2020-2021,1050,"Robeson, Paul High School",19104,5700,Kensington High School,19125,5
2020-2021,1050,"Robeson, Paul High School",19104,6030,Roxborough High School,19128,3
2020-2021,1050,"Robeson, Paul High School",19104,6060,"King, Martin Luther High Sch.",19138,15
2020-2021,1050,"Robeson, Paul High School",19104,7010,Frankford High School,19124,3
2020-2021,1050,"Robeson, Paul High School",19104,7120,"Fels, Samuel High School",19124,2
2020-2021,1050,"Robeson, Paul High School",19104,8010,"Lincoln, Abraham High School",19136,2
2020-2021,1050,"Robeson, Paul High School",19104,8020,Northeast High School,19111,1
2020-2021,1050,"Robeson, Paul High School",19104,8030,"Washington, George High School",19116,1
2020-2021,1050,"Robeson, Paul High School",19104,Data Not Available,Data Not Available,Data Not Available,1
2020-2021,1100,"Sayre, William L. High School",19139,1010,"Bartram, John High School",19142,24
2020-2021,1100,"Sayre, William L. High School",19139,1020,West Philadelphia High School,19139,12
2020-2021,1100,"Sayre, William L. High School",19139,1100,"Sayre, William L. High School",19139,270
2020-2021,1100,"Sayre, William L. High School",19139,2000,South Philadelphia H.S.,19148,2
2020-2021,1100,"Sayre, William L. High School",19139,3414,Aspira Olney Charter High,19120,3
2020-2021,1100,"Sayre, William L. High School",19139,3416,Mastery Charter at Gratz,19140,6
2020-2021,1100,"Sayre, William L. High School",19139,3417,Universal Charter Audenried,19145,4
2020-2021,1100,"Sayre, William L. High School",19139,4020,Overbrook High School,19131,44
2020-2021,1100,"Sayre, William L. High School",19139,4140,Strawberry Mansion High School,19121,5
2020-2021,1100,"Sayre, William L. High School",19139,5020,"Edison, Thomas A. High School",19140,2
2020-2021,1100,"Sayre, William L. High School",19139,5160,Penn Treaty High School,19125,1
2020-2021,1100,"Sayre, William L. High School",19139,5700,Kensington High School,19125,1
2020-2021,1100,"Sayre, William L. High School",19139,6030,Roxborough High School,19128,3
2020-2021,1100,"Sayre, William L. High School",19139,6060,"King, Martin Luther High Sch.",19138,6
2020-2021,1100,"Sayre, William L. High School",19139,7010,Frankford High School,19124,4
2020-2021,1100,"Sayre, William L. High School",19139,Data Not Available,Data Not Available,Data Not Available,6
2020-2021,1130,Tilden Middle School,19142,1130,Tilden Middle School,19142,288
2020-2021,1130,Tilden Middle School,19142,1200,"Barry, John Elementary School",19139,4
2020-2021,1130,Tilden Middle School,19142,1250,"Catharine, Joseph School",19142,2
2020-2021,1130,Tilden Middle School,19142,1260,"Comegys, Benjamin B. School",19143,7
2020-2021,1130,Tilden Middle School,19142,1290,"Hamilton, Andrew School",19139,2
2020-2021,1130,Tilden Middle School,19142,1350,"Longstreth, William C. School",19143,4
2020-2021,1130,Tilden Middle School,19142,1370,Mitchell Elementary School,19143,8
2020-2021,1130,Tilden Middle School,19142,1380,"Morton, Thomas G. School",19142,1
2020-2021,1130,Tilden Middle School,19142,1440,Penrose School,19153,3
2020-2021,1130,Tilden Middle School,19142,1470,"Locke, Alain School",19139,1
2020-2021,1130,Tilden Middle School,19142,2590,"Nebinger, George W. School",19147,1
2020-2021,1130,Tilden Middle School,19142,3407,Mastery Charter at Harrity,19143,1
2020-2021,1130,Tilden Middle School,19142,3411,Universal Charter Daroff,19139,1
2020-2021,1130,Tilden Middle School,19142,3412,Mastery Charter at Frederick Douglass,19121,1
2020-2021,1130,Tilden Middle School,19142,3418,Universal Charter Vare,19145,2
2020-2021,1130,Tilden Middle School,19142,3420,Mastery Charter at Cleveland,19140,2
2020-2021,1130,Tilden Middle School,19142,4240,"Cassidy, Lewis C Academics Plus",19151,1
2020-2021,1130,Tilden Middle School,19142,4300,"Heston, Edward School",19131,1
2020-2021,1130,Tilden Middle School,19142,4350,Rhodes Elementary School,19132,1
2020-2021,1130,Tilden Middle School,19142,4460,"Duckrey, Tanner School",19121,1
2020-2021,1130,Tilden Middle School,19142,6360,Roosevelt Elementary School,19144,1
2020-2021,1130,Tilden Middle School,19142,7110,"Harding, Warren G. Middle Sch",19124,2
2020-2021,1130,Tilden Middle School,19142,7130,"Wagner, Gen. Louis Middle Sch.",19126,1
2020-2021,1130,Tilden Middle School,19142,8120,"Wilson, Woodrow Middle School",19111,2
2020-2021,1130,Tilden Middle School,19142,8360,Rhawnhurst School,19152,1
2020-2021,1130,Tilden Middle School,19142,Data Not Available,Data Not Available,Data Not Available,6
2020-2021,1190,Motivation High School,19143,1010,"Bartram, John High School",19142,207
2020-2021,1190,Motivation High School,19143,1020,West Philadelphia High School,19139,13
2020-2021,1190,Motivation High School,19143,1100,"Sayre, William L. High School",19139,74
2020-2021,1190,Motivation High School,19143,2000,South Philadelphia H.S.,19148,5
2020-2021,1190,Motivation High School,19143,2160,"Furness, Horace High School",19148,1
2020-2021,1190,Motivation High School,19143,3414,Aspira Olney Charter High,19120,3
2020-2021,1190,Motivation High School,19143,3416,Mastery Charter at Gratz,19140,5
2020-2021,1190,Motivation High School,19143,3417,Universal Charter Audenried,19145,4
2020-2021,1190,Motivation High School,19143,4020,Overbrook High School,19131,47
2020-2021,1190,Motivation High School,19143,4140,Strawberry Mansion High School,19121,7
2020-2021,1190,Motivation High School,19143,5020,"Edison, Thomas A. High School",19140,4
2020-2021,1190,Motivation High School,19143,5180,Vaux High School,19121,2
2020-2021,1190,Motivation High School,19143,5700,Kensington High School,19125,4
2020-2021,1190,Motivation High School,19143,6030,Roxborough High School,19128,1
2020-2021,1190,Motivation High School,19143,6060,"King, Martin Luther High Sch.",19138,8
2020-2021,1190,Motivation High School,19143,7010,Frankford High School,19124,1
2020-2021,1190,Motivation High School,19143,7120,"Fels, Samuel High School",19124,2
2020-2021,1190,Motivation High School,19143,8010,"Lincoln, Abraham High School",19136,1
2020-2021,1190,Motivation High School,19143,8020,Northeast High School,19111,1
2020-2021,1190,Motivation High School,19143,8030,"Washington, George High School",19116,2
2020-2021,1190,Motivation High School,19143,Data Not Available,Data Not Available,Data Not Available,4
2020-2021,1200,"Barry, John Elementary School",19139,1130,Tilden Middle School,19142,1
2020-2021,1200,"Barry, John Elementary School",19139,1200,"Barry, John Elementary School",19139,396
2020-2021,1200,"Barry, John Elementary School",19139,1230,"Bryant, William C. School",19143,9
2020-2021,1200,"Barry, John Elementary School",19139,1290,"Hamilton, Andrew School",19139,6
2020-2021,1200,"Barry, John Elementary School",19139,1300,"Harrington, Avery D. School",19143,3
2020-2021,1200,"Barry, John Elementary School",19139,1360,"McMichael, Morton School",19104,2
2020-2021,1200,"Barry, John Elementary School",19139,1370,Mitchell Elementary School,19143,3
2020-2021,1200,"Barry, John Elementary School",19139,1380,"Morton, Thomas G. School",19142,1
2020-2021,1200,"Barry, John Elementary School",19139,1400,"Patterson, John M. School",19142,1
2020-2021,1200,"Barry, John Elementary School",19139,1410,"Rhoads, James School",19139,2
2020-2021,1200,"Barry, John Elementary School",19139,1470,"Locke, Alain School",19139,4
2020-2021,1200,"Barry, John Elementary School",19139,1490,"Blankenburg, Rudolph School",19131,4
2020-2021,1200,"Barry, John Elementary School",19139,2050,Science Leadership Academy MS,19104,2
2020-2021,1200,"Barry, John Elementary School",19139,2340,"McCall, Gen. George A. School",19106,1
2020-2021,1200,"Barry, John Elementary School",19139,3407,Mastery Charter at Harrity,19143,3
2020-2021,1200,"Barry, John Elementary School",19139,3408,Mastery Charter at Mann,19131,3
2020-2021,1200,"Barry, John Elementary School",19139,3409,Mastery Charter at Smedley,19124,2
2020-2021,1200,"Barry, John Elementary School",19139,3410,Universal Charter Bluford,19131,11
2020-2021,1200,"Barry, John Elementary School",19139,3411,Universal Charter Daroff,19139,41
2020-2021,1200,"Barry, John Elementary School",19139,3419,Lindley Academy Charter at Birney,19141,1
2020-2021,1200,"Barry, John Elementary School",19139,3420,Mastery Charter at Cleveland,19140,2
2020-2021,1200,"Barry, John Elementary School",19139,3423,Memphis St. Charter at J.P. Jones,19134,2
2020-2021,1200,"Barry, John Elementary School",19139,3427,Mastery Charter at Wister,19144,1
2020-2021,1200,"Barry, John Elementary School",19139,3428,G.L.A. Charter at Huey,19143,7
2020-2021,1200,"Barry, John Elementary School",19139,4220,"Blaine, James G. School",19121,3
2020-2021,1200,"Barry, John Elementary School",19139,4240,"Cassidy, Lewis C Academics Plus",19151,3
2020-2021,1200,"Barry, John Elementary School",19139,4300,"Heston, Edward School",19131,9
2020-2021,1200,"Barry, John Elementary School",19139,4320,"Lamberton, Robert E Elementary",19151,1
2020-2021,1200,"Barry, John Elementary School",19139,4350,Rhodes Elementary School,19132,1
2020-2021,1200,"Barry, John Elementary School",19139,4370,Overbrook Elementary School,19151,1
2020-2021,1200,"Barry, John Elementary School",19139,5350,"McKinley, William School",19122,1
2020-2021,1200,"Barry, John Elementary School",19139,5400,Richmond School,19134,3
2020-2021,1200,"Barry, John Elementary School",19139,6360,Roosevelt Elementary School,19144,1
2020-2021,1200,"Barry, John Elementary School",19139,7100,"Cooke, Jay Elementary School",19141,1
2020-2021,1200,"Barry, John Elementary School",19139,7130,"Wagner, Gen. Louis Middle Sch.",19126,1
2020-2021,1200,"Barry, John Elementary School",19139,7430,"Sullivan, James J. School",19124,2
2020-2021,1200,"Barry, John Elementary School",19139,Data Not Available,Data Not Available,Data Not Available,2
2020-2021,1230,"Bryant, William C. School",19143,1130,Tilden Middle School,19142,2
2020-2021,1230,"Bryant, William C. School",19143,1200,"Barry, John Elementary School",19139,2
2020-2021,1230,"Bryant, William C. School",19143,1230,"Bryant, William C. School",19143,311
2020-2021,1230,"Bryant, William C. School",19143,1250,"Catharine, Joseph School",19142,2
2020-2021,1230,"Bryant, William C. School",19143,1290,"Hamilton, Andrew School",19139,5
2020-2021,1230,"Bryant, William C. School",19143,1300,"Harrington, Avery D. School",19143,2
2020-2021,1230,"Bryant, William C. School",19143,1350,"Longstreth, William C. School",19143,1
2020-2021,1230,"Bryant, William C. School",19143,1410,"Rhoads, James School",19139,1
2020-2021,1230,"Bryant, William C. School",19143,1440,Penrose School,19153,1
2020-2021,1230,"Bryant, William C. School",19143,1460,"Anderson, Add B. School",19143,6
2020-2021,1230,"Bryant, William C. School",19143,1470,"Locke, Alain School",19139,3
2020-2021,1230,"Bryant, William C. School",19143,2340,"McCall, Gen. George A. School",19106,2
2020-2021,1230,"Bryant, William C. School",19143,3407,Mastery Charter at Harrity,19143,34
2020-2021,1230,"Bryant, William C. School",19143,3410,Universal Charter Bluford,19131,2
2020-2021,1230,"Bryant, William C. School",19143,3411,Universal Charter Daroff,19139,2
2020-2021,1230,"Bryant, William C. School",19143,3423,Memphis St. Charter at J.P. Jones,19134,2
2020-2021,1230,"Bryant, William C. School",19143,3428,G.L.A. Charter at Huey,19143,18
2020-2021,1230,"Bryant, William C. School",19143,4240,"Cassidy, Lewis C Academics Plus",19151,2
2020-2021,1230,"Bryant, William C. School",19143,4300,"Heston, Edward School",19131,2
2020-2021,1230,"Bryant, William C. School",19143,4350,Rhodes Elementary School,19132,3
2020-2021,1230,"Bryant, William C. School",19143,4370,Overbrook Elementary School,19151,2
2020-2021,1230,"Bryant, William C. School",19143,4530,"Gideon, Edward School",19121,1
2020-2021,1230,"Bryant, William C. School",19143,4560,"Kelley, William D. School",19121,1
2020-2021,1230,"Bryant, William C. School",19143,5210,"Brown, Henry A. School",19125,1
2020-2021,1230,"Bryant, William C. School",19143,5340,"Ludlow, James R. School",19122,1
2020-2021,1230,"Bryant, William C. School",19143,6210,"Edmonds, Franklin S. School",19150,1
2020-2021,1230,"Bryant, William C. School",19143,6340,"Pennell, Joseph Elementary",19141,1
2020-2021,1230,"Bryant, William C. School",19143,6360,Roosevelt Elementary School,19144,1
2020-2021,1230,"Bryant, William C. School",19143,6470,"Kelly, John B. School",19144,1
2020-2021,1230,"Bryant, William C. School",19143,7200,Barton School,19120,1
2020-2021,1230,"Bryant, William C. School",19143,Data Not Available,Data Not Available,Data Not Available,6
2020-2021,1250,"Catharine, Joseph School",19142,1130,Tilden Middle School,19142,6
2020-2021,1250,"Catharine, Joseph School",19142,1200,"Barry, John Elementary School",19139,2
2020-2021,1250,"Catharine, Joseph School",19142,1250,"Catharine, Joseph School",19142,352
2020-2021,1250,"Catharine, Joseph School",19142,1260,"Comegys, Benjamin B. School",19143,3
2020-2021,1250,"Catharine, Joseph School",19142,1290,"Hamilton, Andrew School",19139,1
2020-2021,1250,"Catharine, Joseph School",19142,1300,"Harrington, Avery D. School",19143,2
2020-2021,1250,"Catharine, Joseph School",19142,1350,"Longstreth, William C. School",19143,4
2020-2021,1250,"Catharine, Joseph School",19142,1370,Mitchell Elementary School,19143,7
2020-2021,1250,"Catharine, Joseph School",19142,1380,"Morton, Thomas G. School",19142,13
2020-2021,1250,"Catharine, Joseph School",19142,1400,"Patterson, John M. School",19142,11
2020-2021,1250,"Catharine, Joseph School",19142,1410,"Rhoads, James School",19139,1
2020-2021,1250,"Catharine, Joseph School",19142,1470,"Locke, Alain School",19139,1
2020-2021,1250,"Catharine, Joseph School",19142,2260,"Childs, George W. School",19146,1
2020-2021,1250,"Catharine, Joseph School",19142,3407,Mastery Charter at Harrity,19143,5
2020-2021,1250,"Catharine, Joseph School",19142,3408,Mastery Charter at Mann,19131,2
2020-2021,1250,"Catharine, Joseph School",19142,3410,Universal Charter Bluford,19131,2
2020-2021,1250,"Catharine, Joseph School",19142,3411,Universal Charter Daroff,19139,1
2020-2021,1250,"Catharine, Joseph School",19142,3421,Universal Charter Creighton,19120,1
2020-2021,1250,"Catharine, Joseph School",19142,3424,Universal Charter Alcorn,19146,1
2020-2021,1250,"Catharine, Joseph School",19142,6360,Roosevelt Elementary School,19144,1
2020-2021,1250,"Catharine, Joseph School",19142,7310,Feltonville Intermediate,19120,1
2020-2021,1250,"Catharine, Joseph School",19142,7360,"Marshall, John School",19124,3
2020-2021,1250,"Catharine, Joseph School",19142,7400,Olney Elementary School,19120,1
2020-2021,1250,"Catharine, Joseph School",19142,Data Not Available,Data Not Available,Data Not Available,4
2020-2021,1260,"Comegys, Benjamin B. School",19143,1130,Tilden Middle School,19142,9
2020-2021,1260,"Comegys, Benjamin B. School",19143,1200,"Barry, John Elementary School",19139,3
2020-2021,1260,"Comegys, Benjamin B. School",19143,1230,"Bryant, William C. School",19143,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,1260,"Comegys, Benjamin B. School",19143,350
2020-2021,1260,"Comegys, Benjamin B. School",19143,1300,"Harrington, Avery D. School",19143,7
2020-2021,1260,"Comegys, Benjamin B. School",19143,1340,"Lea, Henry C.",19139,3
2020-2021,1260,"Comegys, Benjamin B. School",19143,1350,"Longstreth, William C. School",19143,2
2020-2021,1260,"Comegys, Benjamin B. School",19143,1370,Mitchell Elementary School,19143,10
2020-2021,1260,"Comegys, Benjamin B. School",19143,1380,"Morton, Thomas G. School",19142,4
2020-2021,1260,"Comegys, Benjamin B. School",19143,1400,"Patterson, John M. School",19142,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,1470,"Locke, Alain School",19139,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,2320,"Girard, Stephen School",19145,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,2340,"McCall, Gen. George A. School",19106,2
2020-2021,1260,"Comegys, Benjamin B. School",19143,2370,"McDaniel, Delaplaine School",19145,2
2020-2021,1260,"Comegys, Benjamin B. School",19143,3407,Mastery Charter at Harrity,19143,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,3408,Mastery Charter at Mann,19131,2
2020-2021,1260,"Comegys, Benjamin B. School",19143,3410,Universal Charter Bluford,19131,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,3418,Universal Charter Vare,19145,2
2020-2021,1260,"Comegys, Benjamin B. School",19143,3428,G.L.A. Charter at Huey,19143,3
2020-2021,1260,"Comegys, Benjamin B. School",19143,4240,"Cassidy, Lewis C Academics Plus",19151,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,4300,"Heston, Edward School",19131,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,4570,"Meade, Gen. George G. School",19121,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,5320,"Hartranft, John F. School",19133,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,7270,"Finletter, Thomas K. School",19120,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,8120,"Wilson, Woodrow Middle School",19111,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,8250,"Forrest, Edwin School",19136,1
2020-2021,1260,"Comegys, Benjamin B. School",19143,Data Not Available,Data Not Available,Data Not Available,2
2020-2021,1280,Penn Alexander School,19104,1260,"Comegys, Benjamin B. School",19143,2
2020-2021,1280,Penn Alexander School,19104,1280,Penn Alexander School,19104,567
2020-2021,1280,Penn Alexander School,19104,1340,"Lea, Henry C.",19139,2
2020-2021,1280,Penn Alexander School,19104,1400,"Patterson, John M. School",19142,1
2020-2021,1280,Penn Alexander School,19104,1420,"Washington, Martha School",19104,2
2020-2021,1280,Penn Alexander School,19104,1460,"Anderson, Add B. School",19143,1
2020-2021,1280,Penn Alexander School,19104,3419,Lindley Academy Charter at Birney,19141,1
2020-2021,1280,Penn Alexander School,19104,4370,Overbrook Elementary School,19151,1
2020-2021,1290,"Hamilton, Andrew School",19139,1130,Tilden Middle School,19142,8
2020-2021,1290,"Hamilton, Andrew School",19139,1200,"Barry, John Elementary School",19139,9
2020-2021,1290,"Hamilton, Andrew School",19139,1230,"Bryant, William C. School",19143,10
2020-2021,1290,"Hamilton, Andrew School",19139,1250,"Catharine, Joseph School",19142,3
2020-2021,1290,"Hamilton, Andrew School",19139,1260,"Comegys, Benjamin B. School",19143,2
2020-2021,1290,"Hamilton, Andrew School",19139,1290,"Hamilton, Andrew School",19139,219
2020-2021,1290,"Hamilton, Andrew School",19139,1300,"Harrington, Avery D. School",19143,6
2020-2021,1290,"Hamilton, Andrew School",19139,1340,"Lea, Henry C.",19139,2
2020-2021,1290,"Hamilton, Andrew School",19139,1350,"Longstreth, William C. School",19143,5
2020-2021,1290,"Hamilton, Andrew School",19139,1370,Mitchell Elementary School,19143,2
2020-2021,1290,"Hamilton, Andrew School",19139,1410,"Rhoads, James School",19139,6
2020-2021,1290,"Hamilton, Andrew School",19139,1460,"Anderson, Add B. School",19143,3
2020-2021,1290,"Hamilton, Andrew School",19139,1470,"Locke, Alain School",19139,6
2020-2021,1290,"Hamilton, Andrew School",19139,1490,"Blankenburg, Rudolph School",19131,1
2020-2021,1290,"Hamilton, Andrew School",19139,2320,"Girard, Stephen School",19145,1
2020-2021,1290,"Hamilton, Andrew School",19139,2390,"Morris, Robert School",19121,2
2020-2021,1290,"Hamilton, Andrew School",19139,3407,Mastery Charter at Harrity,19143,56
2020-2021,1290,"Hamilton, Andrew School",19139,3408,Mastery Charter at Mann,19131,1
2020-2021,1290,"Hamilton, Andrew School",19139,3410,Universal Charter Bluford,19131,6
2020-2021,1290,"Hamilton, Andrew School",19139,3411,Universal Charter Daroff,19139,12
2020-2021,1290,"Hamilton, Andrew School",19139,3412,Mastery Charter at Frederick Douglass,19121,2
2020-2021,1290,"Hamilton, Andrew School",19139,3424,Universal Charter Alcorn,19146,2
2020-2021,1290,"Hamilton, Andrew School",19139,3428,G.L.A. Charter at Huey,19143,27
2020-2021,1290,"Hamilton, Andrew School",19139,4240,"Cassidy, Lewis C Academics Plus",19151,1
2020-2021,1290,"Hamilton, Andrew School",19139,4270,"Dick, William School",19121,1
2020-2021,1290,"Hamilton, Andrew School",19139,4300,"Heston, Edward School",19131,12
2020-2021,1290,"Hamilton, Andrew School",19139,4320,"Lamberton, Robert E Elementary",19151,3
2020-2021,1290,"Hamilton, Andrew School",19139,4350,Rhodes Elementary School,19132,1
2020-2021,1290,"Hamilton, Andrew School",19139,4370,Overbrook Elementary School,19151,2
2020-2021,1290,"Hamilton, Andrew School",19139,4440,"Allen, Dr. Ethel School",19132,1
2020-2021,1290,"Hamilton, Andrew School",19139,4460,"Duckrey, Tanner School",19121,1
2020-2021,1290,"Hamilton, Andrew School",19139,4560,"Kelley, William D. School",19121,1
2020-2021,1290,"Hamilton, Andrew School",19139,5250,"Dunbar, Paul L. School",19122,1
2020-2021,1290,"Hamilton, Andrew School",19139,5480,"Kearny, Gen. Philip School",19123,2
2020-2021,1290,"Hamilton, Andrew School",19139,5680,"Munoz-Marin, Hon Luis School",19140,1
2020-2021,1290,"Hamilton, Andrew School",19139,6360,Roosevelt Elementary School,19144,2
2020-2021,1290,"Hamilton, Andrew School",19139,7130,"Wagner, Gen. Louis Middle Sch.",19126,2
2020-2021,1290,"Hamilton, Andrew School",19139,7270,"Finletter, Thomas K. School",19120,1
2020-2021,1290,"Hamilton, Andrew School",19139,7330,"Lawton, Henry W. School",19135,1
2020-2021,1290,"Hamilton, Andrew School",19139,7390,"Morrison, Andrew J. School",19120,1
2020-2021,1290,"Hamilton, Andrew School",19139,7510,"Bethune, Mary McLeod School",19140,1
2020-2021,1300,"Harrington, Avery D. School",19143,1130,Tilden Middle School,19142,2
2020-2021,1300,"Harrington, Avery D. School",19143,1200,"Barry, John Elementary School",19139,5
2020-2021,1300,"Harrington, Avery D. School",19143,1230,"Bryant, William C. School",19143,4
2020-2021,1300,"Harrington, Avery D. School",19143,1250,"Catharine, Joseph School",19142,2
2020-2021,1300,"Harrington, Avery D. School",19143,1260,"Comegys, Benjamin B. School",19143,7
2020-2021,1300,"Harrington, Avery D. School",19143,1290,"Hamilton, Andrew School",19139,1
2020-2021,1300,"Harrington, Avery D. School",19143,1300,"Harrington, Avery D. School",19143,229
2020-2021,1300,"Harrington, Avery D. School",19143,1350,"Longstreth, William C. School",19143,1
2020-2021,1300,"Harrington, Avery D. School",19143,1370,Mitchell Elementary School,19143,4
2020-2021,1300,"Harrington, Avery D. School",19143,1400,"Patterson, John M. School",19142,1
2020-2021,1300,"Harrington, Avery D. School",19143,1410,"Rhoads, James School",19139,1
